"EnsemblID","Symbol","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000163815.5","CLEC3B","protein_coding",-3.94770343477566,3.6763048148074,-31.6718129816241,1.1423875968567e-126,2.11384544953372e-123,278.773990941784
"ENSG00000237167.1","AC128709.2","lincRNA",-4.37769045765734,-5.24347543741152,-31.5954903807623,2.71078165121194e-126,4.7209059744577e-123,276.99356216601
"ENSG00000261863.1","LINC01996","lincRNA",-5.84275754034986,-3.70337337102405,-31.3737724919159,3.34776660228332e-125,5.50633211262222e-122,275.016900396125
"ENSG00000159307.18","SCUBE1","protein_coding",-4.51829054318432,1.1601685786223,-31.2853772926552,9.1324021518512e-125,1.42302051635635e-121,274.416192574772
"ENSG00000072163.19","LIMS2","protein_coding",-3.03384956522892,3.82445076965287,-31.1862251461522,2.81745653873563e-124,4.17068091429036e-121,273.269414933795
"ENSG00000070778.12","PTPN21","protein_coding",-2.63495585769419,4.0141967802787,-31.0914061940363,8.28219819201023e-124,1.1676321889174e-120,272.183812363557
"ENSG00000266120.1","RP11-354P11.2","antisense",-4.30204273118948,-5.2914641253189,-30.8585878901893,1.1738628108051e-122,1.57969919894072e-119,268.639889374556
"ENSG00000101331.15","CCM2L","protein_coding",-2.8241600449344,1.46705686741025,-30.8340277012252,1.55317920751463e-122,1.99927928772514e-119,269.28698828006
"ENSG00000235387.2","SPAAR","protein_coding",-2.84512505294346,-0.393071690546847,-30.790226418813,2.55951094910521e-122,3.15737004830037e-119,268.72487718287
"ENSG00000120156.20","TEK","protein_coding",-3.33072385521806,3.1379442644782,-30.7833900463889,2.76708768811497e-122,3.21284207165327e-119,268.693988916025
"ENSG00000102104.8","RS1","protein_coding",-4.9454651417091,-2.2385932558135,-30.781682309942,2.82151907934152e-122,3.21284207165327e-119,268.549157305229
"ENSG00000151718.15","WWC2","protein_coding",-2.47774684133709,4.89346513086458,-30.6860930670196,8.39893697387605e-122,9.20958992772497e-119,267.550810634602
"ENSG00000132622.10","HSPA12B","protein_coding",-2.91641256352121,2.31847570351997,-30.5691913952807,3.19234187285946e-121,3.3754454817099e-118,266.271181997977
"ENSG00000131477.10","RAMP2","protein_coding",-2.90892874656827,3.51405673827591,-30.5034753001645,6.76612322768508e-121,6.9075118716843e-118,265.499513099244
"ENSG00000263155.5","MYZAP","protein_coding",-3.69368827098311,2.23763569547,-30.3561604972673,3.64998891253728e-120,3.60205239148596e-117,263.835676048996
"ENSG00000105227.14","PRX","protein_coding",-3.79221708130758,3.32714699787983,-30.298832152733,7.03678049414954e-120,6.72035236483197e-117,263.165116963289
"ENSG00000162367.11","TAL1","protein_coding",-3.07582519197716,1.07263154066112,-30.232537884583,1.50386314336432e-119,1.39135538195138e-116,262.426292985002
"ENSG00000231655.1","AC011742.3","processed_pseudogene",-2.68496006701822,-2.98847097673982,-30.2098098669173,1.95131781935125e-119,1.75062773817312e-116,261.865108129524
"ENSG00000243566.6","UPK3B","protein_coding",-6.04181285788661,1.80933951581423,-30.1615485785166,3.39311293552451e-119,2.9546029873276e-116,261.614286976396
"ENSG00000114790.12","ARHGEF26","protein_coding",-3.11201088481213,3.62856606442514,-30.1431413905133,4.19047904956611e-119,3.54466636404155e-116,261.375703612428
"ENSG00000176771.16","NCKAP5","protein_coding",-4.49416398250609,1.56659884302823,-30.1192192299883,5.51331896107072e-119,4.53409225448499e-116,261.129254619666
"ENSG00000168309.16","FAM107A","protein_coding",-4.85064393340168,2.9220847896925,-30.0834992179479,8.30551950120312e-119,6.64576244196269e-116,260.705464815854
"ENSG00000256013.1","RP11-27M24.1","antisense",-2.98605599939635,4.85499595114968,-29.9712330703378,3.01297732146033e-118,2.34742648892512e-115,259.377179458293
"ENSG00000183010.16","PYCR1","protein_coding",3.67102966404484,6.32884758990618,29.8711474705773,9.51317825149784e-118,7.22172193112423e-115,258.268180592535
"ENSG00000111052.7","LIN7A","protein_coding",-3.11904588168149,1.44944577661509,-29.8254343979605,1.6088653438949e-117,1.19080168428381e-114,257.767688630824
"ENSG00000130307.11","USHBP1","protein_coding",-2.74945429529847,1.15102121532191,-29.820378312289,1.70515574428604e-117,1.2312888040325e-114,257.702028934193
"ENSG00000034971.16","MYOC","protein_coding",-5.63140272902069,-3.34318954342746,-29.7097569262393,6.08596544596874e-117,4.2900260236512e-114,256.259368971398
"ENSG00000116016.13","EPAS1","protein_coding",-2.79425704604218,8.40429366175325,-29.6774221421719,8.8294608215028e-117,6.07918644375377e-114,256.022485110324
"ENSG00000075914.12","EXOSC7","protein_coding",-1.95065404813799,5.05269221329753,-29.6570419378627,1.1163803088901e-116,7.51171714204551e-114,255.764385692876
"ENSG00000276668.1","RP11-35J10.7","sense_intronic",-3.90104911389525,-5.13362212589707,-29.6194603360731,1.72075610042258e-116,1.13210455798024e-113,254.556998312648
"ENSG00000154342.5","WNT3A","protein_coding",-5.59291931461468,-1.29773161088164,-29.5849744420762,2.55973698900342e-116,1.64746898470512e-113,254.962862181312
"ENSG00000136160.14","EDNRB","protein_coding",-3.76755162901266,3.60686944091348,-29.576838375072,2.81120975523731e-116,1.77082289390544e-113,254.875081942386
"ENSG00000102683.7","SGCG","protein_coding",-4.38973552832374,-2.07571032835414,-29.5369531705566,4.45083714753583e-116,2.74523926229053e-113,254.362857293929
"ENSG00000154721.14","JAM2","protein_coding",-2.58584697805959,3.19922915279412,-29.3371092776508,4.45835429950656e-115,2.69375586512635e-112,252.126128058586
"ENSG00000197465.13","GYPE","protein_coding",-3.70298887076413,-1.54915785569233,-29.2339543938472,1.46659533092339e-114,8.68400427346356e-112,250.898477927198
"ENSG00000101280.7","ANGPT4","protein_coding",-4.83378361909968,-2.09552364157965,-29.2300926796894,1.53347752917857e-114,8.90198739781581e-112,250.846355200119
"ENSG00000169744.12","LDB2","protein_coding",-2.6789896717662,3.76038323369893,-29.0975968500013,7.08751572966386e-114,4.03524982100823e-111,249.348535589788
"ENSG00000275612.1","RP11-35J10.6","sense_intronic",-3.71849177608335,-5.37202988164467,-29.0483846217466,1.25194405738982e-113,6.9934067477515e-111,247.975392823635
"ENSG00000140600.16","SH3GL3","protein_coding",-5.57490610655736,-3.02951291298097,-29.0378158764337,1.41468948859655e-113,7.75616611099803e-111,248.557615801741
"ENSG00000105339.10","DENND3","protein_coding",-2.13704934465264,5.2063779614771,-28.9866084156757,2.55788672410616e-113,1.37688717007067e-110,248.030947890603
"ENSG00000198873.11","GRK5","protein_coding",-2.79239141826664,4.12251282954617,-28.9264536165591,5.130549733428e-113,2.71241170371196e-110,247.363756666553
"ENSG00000095370.19","SH2D3C","protein_coding",-2.42213632495188,3.93278339049114,-28.9049041016947,6.58389702465305e-113,3.41969921599787e-110,247.119433103244
"ENSG00000168952.15","STXBP6","protein_coding",-4.05484976217547,1.61296836807685,-28.8932838302738,7.53181035685037e-113,3.84459961077435e-110,247.028349703296
"ENSG00000254568.1","RP11-664I21.5","antisense",-2.93239522913079,-0.188832771708533,-28.8792796265269,8.85740112220969e-113,4.44461385803627e-110,246.851562299028
"ENSG00000102760.12","RGCC","protein_coding",-2.89912259854019,5.24343656803656,-28.81645271722,1.8333979076531e-112,8.93715027662234e-110,246.06618793602
"ENSG00000171819.4","ANGPTL7","protein_coding",-5.09811011632962,-3.54128723634299,-28.8160764891653,1.84140433315532e-112,8.93715027662234e-110,245.901569752
"ENSG00000271758.2","RP11-35J10.5","lincRNA",-3.9434998703409,-5.07759104062239,-28.8060412835158,2.06836949857443e-112,9.87679796367653e-110,245.344918466817
"ENSG00000226239.1","RP1-310O13.7","antisense",-2.81862908941379,-0.0585514674956961,-28.7650761946587,3.32450107132918e-112,1.56230442409162e-109,245.53230991531
"ENSG00000233766.7","AC098617.1","antisense",-3.60783382937939,1.12553137725811,-28.5968739464776,2.33652062610996e-111,1.08085983838455e-108,243.607637777593
"ENSG00000114854.7","TNNC1","protein_coding",-4.34382031427284,2.02477208205368,-28.4972622965284,7.42223168329959e-111,3.38065524947335e-108,242.440221641358
"ENSG00000139567.12","ACVRL1","protein_coding",-2.53798720205221,4.84455972231636,-28.4891495592409,8.15513246873736e-111,3.65819472529452e-108,242.279593409274
"ENSG00000165810.16","BTNL9","protein_coding",-4.41965799853107,1.78978045199551,-28.4740472850285,9.71779676390294e-111,4.29410583570314e-108,242.176503516386
"ENSG00000242435.1","UPK3BP1","transcribed_unprocessed_pseudogene",-4.03392301377098,-0.276860135249548,-28.4172109809569,1.88005690822249e-110,8.18543600365223e-108,241.521172296644
"ENSG00000139304.12","PTPRQ","protein_coding",-5.43694087456264,-2.33119605040779,-28.3730480090699,3.14008389141492e-110,1.34732353172797e-107,240.943614843842
"ENSG00000213853.9","EMP2","protein_coding",-2.90425144939939,7.75625599188145,-28.32312981084,5.60814878600994e-110,2.37192647083729e-107,240.366897412673
"ENSG00000167588.12","GPD1","protein_coding",-4.84714059020643,1.39662582870425,-28.2541564737617,1.25020185284459e-109,5.21316564159394e-107,239.629833709406
"ENSG00000164764.10","SBSPON","protein_coding",-3.43004786441964,1.10782321612498,-28.2509618229412,1.29750694022463e-109,5.33527645448479e-107,239.605142133329
"ENSG00000105538.9","RASIP1","protein_coding",-2.57527235917798,3.11161376006216,-28.210204327679,2.08410717625535e-109,8.45233932331726e-107,239.097101943155
"ENSG00000047648.21","ARHGAP6","protein_coding",-2.63828990424825,1.74439023819383,-28.18977066051,2.64315490267891e-109,1.05747627092854e-106,238.889972008597
"ENSG00000122679.8","RAMP3","protein_coding",-3.28594834085952,3.47102605169973,-28.1673654677278,3.43003013044921e-109,1.35399296056106e-106,238.587577784759
"ENSG00000154133.14","ROBO4","protein_coding",-2.94905602250191,4.17317806682749,-28.1399083171446,4.72078261253084e-109,1.83899328982353e-106,238.244408060889
"ENSG00000128268.11","MGAT3","protein_coding",-3.92213044853296,2.34306599783463,-28.0403195576041,1.50433853720807e-108,5.78408399124442e-106,237.13470792791
"ENSG00000133121.20","STARD13","protein_coding",-2.06196050399535,3.53297771362202,-28.0240034770888,1.81902368513483e-108,6.9043609259105e-106,236.912736735805
"ENSG00000120903.12","CHRNA2","protein_coding",-4.60403449080598,-4.62315637136634,-28.0071343241146,2.21378855048327e-108,8.29638276273517e-106,236.335409221832
"ENSG00000254943.1","RP11-664I21.6","antisense",-3.04267368445779,0.139130218834852,-27.908292464216,7.00004046716163e-108,2.59053997588484e-105,235.622518638383
"ENSG00000261371.5","PECAM1","protein_coding",-2.24078968677714,7.3568310685015,-27.8330446154085,1.68237077043165e-107,6.14916901597525e-105,234.657663655056
"ENSG00000170989.8","S1PR1","protein_coding",-2.75661664025829,4.32240396891076,-27.8151384040474,2.07285236383956e-107,7.48400818095535e-105,234.455384272133
"ENSG00000107742.12","SPOCK2","protein_coding",-3.52876105290757,5.87440276465757,-27.7943155225083,2.64236151531549e-107,9.42527168944943e-105,234.20149763403
"ENSG00000161649.12","CD300LG","protein_coding",-6.26931485727616,-2.23802626813008,-27.7885758415411,2.82523041059219e-107,9.9575918495229e-105,234.211374246031
"ENSG00000198844.10","ARHGEF15","protein_coding",-2.644493470325,3.08624935120672,-27.7773314981548,3.22099493652611e-107,1.12189148342108e-104,234.063051585145
"ENSG00000189129.13","PLAC9","protein_coding",-2.88349283941198,1.57619284182286,-27.7588258780307,3.99670599716936e-107,1.37588927618833e-104,233.884770894929
"ENSG00000123119.11","NECAB1","protein_coding",-3.39583215869112,1.1323487175923,-27.7552957433328,4.16466341821081e-107,1.41723017424769e-104,233.843594685707
"ENSG00000277494.1","GPIHBP1","protein_coding",-4.40339130536467,1.16682622091364,-27.7084505807313,7.19206403075395e-107,2.41963917834661e-104,233.290586203847
"ENSG00000104967.6","NOVA2","protein_coding",-2.63673802565143,1.71843681616219,-27.7036099262942,7.6098389624486e-107,2.53142575642981e-104,233.242023422216
"ENSG00000155897.9","ADCY8","protein_coding",-5.82083013112907,-3.86552578260936,-27.6237175326386,1.93284098121043e-106,6.35818778774622e-104,232.118585626164
"ENSG00000183090.5","FREM3","protein_coding",-5.28510140637781,-3.72623782460576,-27.6083027364624,2.313798394197e-106,7.52772695149409e-104,231.913831380385
"ENSG00000171132.13","PRKCE","protein_coding",-1.98959655324271,3.88933083583484,-27.5709482146791,3.57836204600256e-106,1.15153246449948e-103,231.627952762584
"ENSG00000241978.9","AKAP2","protein_coding",-2.5500417538386,6.22708013858588,-27.5411986567902,5.06431280843804e-106,1.61219403232921e-103,231.242865304162
"ENSG00000268388.5","FENDRR","lincRNA",-4.57056250914304,1.28821278261945,-27.4993353915261,8.25693150822036e-106,2.60058206630183e-103,230.853223916162
"ENSG00000181072.11","CHRM2","protein_coding",-5.22070460274997,-4.07981851772316,-27.4946279694433,8.72356940375237e-106,2.71863153439466e-103,230.577737413318
"ENSG00000010319.6","SEMA3G","protein_coding",-3.24693006480154,2.83052502982036,-27.4934810753673,8.84120049937733e-106,2.71949490186158e-103,230.757165904846
"ENSG00000157654.17","PALM2-AKAP2","protein_coding",-2.53970636351098,6.23555392638901,-27.4928168387896,8.91005220160013e-106,2.71949490186158e-103,230.678436104411
"ENSG00000249751.3","ECSCR","protein_coding",-2.28626948364004,3.05228458398024,-27.4533970141137,1.41201747503527e-105,4.26573360876472e-103,230.294244877263
"ENSG00000092421.16","SEMA6A","protein_coding",-2.99105261115895,2.68779197344124,-27.425551738614,1.95485089594932e-105,5.84599147732075e-103,229.975175903685
"ENSG00000279686.1","AC142391.3","protein_coding",-2.29129574758485,2.78922949892558,-27.4168815131125,2.16324969716814e-105,6.40451705343599e-103,229.877182371802
"ENSG00000232188.1","RP11-312J18.6","lincRNA",-4.22102643756034,-4.77772654684205,-27.3524437881501,4.59337192800765e-105,1.34644920099599e-102,228.655250477624
"ENSG00000234892.1","Z82214.2","antisense",-3.81364589608573,-4.25825915000907,-27.2749008996349,1.13715128165447e-104,3.30063733771199e-102,227.904839443371
"ENSG00000248924.2","RP11-481K16.2","transcribed_processed_pseudogene",-1.88477086419113,-0.550350051276482,-27.2336234175106,1.84268783693722e-104,5.29656466993818e-102,227.738346972108
"ENSG00000263585.1","RP11-498C9.13","antisense",3.70513540911183,4.3761234381189,27.2219995915256,2.11102481793245e-104,6.0095193038181e-102,227.625900567817
"ENSG00000172159.15","FRMD3","protein_coding",-2.73744745508097,1.42773241838057,-27.166323429598,4.04895405101108e-104,1.14165079651651e-101,226.980627194296
"ENSG00000103241.6","FOXF1","protein_coding",-2.87747300870152,2.75894320635798,-27.122846539396,6.73401935984023e-104,1.88082431290028e-101,226.437030764204
"ENSG00000137878.16","GCOM1","protein_coding",-1.83411696249695,3.91027319896404,-27.1092229492377,7.8979446663016e-104,2.18529485785538e-101,226.238114177235
"ENSG00000169252.5","ADRB2","protein_coding",-3.34306674979394,1.97782134232748,-27.0911704346807,9.7559741889465e-104,2.67440159109213e-101,226.076551934109
"ENSG00000032444.15","PNPLA6","protein_coding",-1.62188967514204,5.94591380818952,-27.0788124650041,1.12742624038296e-103,3.06225516264019e-101,225.83300359842
"ENSG00000258168.5","RP11-588H23.3","antisense",-2.76432085719325,2.19608035866506,-26.9877639272518,3.27359224671125e-103,8.81072473237576e-101,224.879532583068
"ENSG00000167434.9","CA4","protein_coding",-5.87036931193506,-0.227706536570432,-26.9826698188579,3.47481674854309e-103,9.26805627543844e-101,224.839303232573
"ENSG00000168481.8","LGI3","protein_coding",-6.54593229480634,0.0634447786976173,-26.9192224046155,7.30574584967704e-103,1.93119563951374e-100,224.086269703649
"ENSG00000182255.6","KCNA4","protein_coding",-5.26051207957245,-3.50054690660643,-26.9118845304492,7.96152193564346e-103,2.08591874713859e-100,223.85255636204
"ENSG00000168539.3","CHRM1","protein_coding",-5.53719245513815,-2.96198141083051,-26.8622941628354,1.42338779977139e-102,3.69656308772209e-100,223.329782442389
"ENSG00000227954.6","TARID","antisense",-3.44971880905336,1.97126457665637,-26.8490753324602,1.66185851815941e-102,4.27834637292413e-100,223.255576935604
"ENSG00000022267.16","FHL1","protein_coding",-3.76983495088437,4.59834646384954,-26.8447787433122,1.74767383258563e-102,4.46048547306295e-100,223.130622201241
"ENSG00000161835.10","GRASP","protein_coding",-2.59315985893374,2.77378798485167,-26.8206291179025,2.31938008988902e-102,5.85486753534707e-100,222.90928012687
"ENSG00000073754.5","CD5L","protein_coding",-4.68089802084002,-3.3995601029022,-26.8201089844259,2.33356201165627e-102,5.85486753534707e-100,222.804946629861
"ENSG00000055813.5","CCDC85A","protein_coding",-3.3027366944973,1.45287070506106,-26.8008306705895,2.92515253777018e-102,7.27748454060705e-100,222.702527808058
"ENSG00000164849.9","GPR146","protein_coding",-2.40440409791506,2.33733906151805,-26.7741240116502,4.0004055463873e-102,9.86966721719519e-100,222.382633923724
"ENSG00000114654.7","EFCC1","protein_coding",-3.07537657477045,1.63474528574069,-26.7586575911807,4.79564295904821e-102,1.17338682186431e-99,222.214930412869
"ENSG00000159708.17","LRRC36","protein_coding",-4.35082381266017,0.69946317143722,-26.7122766773166,8.26069654266333e-102,2.00464083477123e-99,221.678688389554
"ENSG00000177300.6","CLDN22","protein_coding",-2.16185644716046,1.32440630585746,-26.6494371725744,1.7261373798301e-101,4.15479863961382e-99,220.947704075805
"ENSG00000254951.7","RP11-494M8.4","sense_overlapping",-4.30934665244935,-3.97478722331516,-26.559706053486,4.94608856565317e-101,1.18091853286071e-98,219.662911166058
"ENSG00000228401.4","HSPC324","antisense",-3.93293104409368,-2.40381899190576,-26.5586121749348,5.00998511713798e-101,1.1866049550239e-98,219.799926220345
"ENSG00000179776.17","CDH5","protein_coding",-2.60566606562605,5.28655958042027,-26.5171473583373,8.15017312719375e-101,1.9150319492357e-98,219.268148546703
"ENSG00000257607.1","RP11-449P15.1","antisense",-2.39304922711614,2.074836347632,-26.490593656467,1.11306778449589e-100,2.59476258486498e-98,219.071759438185
"ENSG00000092295.11","TGM1","protein_coding",-2.96802967413646,0.547988711095605,-26.4862212879079,1.17168494951077e-100,2.71007067306373e-98,219.037070500104
"ENSG00000237923.1","XXbac-BPG27H4.8","lincRNA",-3.82519466655877,-5.53280106491513,-26.4833075929031,1.21245150855782e-100,2.78262320638472e-98,218.39747770158
"ENSG00000092051.16","JPH4","protein_coding",-2.86537530570473,-0.165770393111681,-26.481230788122,1.24237211998277e-100,2.82935915263153e-98,218.977381640954
"ENSG00000154783.11","FGD5","protein_coding",-2.30971884568357,4.15599381978961,-26.4801173669072,1.25871623541407e-100,2.8446986920358e-98,218.860849654269
"ENSG00000204305.13","AGER","protein_coding",-6.71007312217938,4.88252165483324,-26.4662523997545,1.48119669098945e-100,3.3221446388965e-98,218.729179537489
"ENSG00000248138.5","RP11-446J8.1","antisense",-2.56803214654136,-0.441720651476174,-26.4358304137304,2.1170056631957e-100,4.71248644094525e-98,218.441223675705
"ENSG00000268505.1","RP11-805I24.3","lincRNA",-4.58463187788527,-3.6973271980223,-26.4308815499627,2.24365571530298e-100,4.95713963487014e-98,218.200620810698
"ENSG00000162687.16","KCNT2","protein_coding",-3.25196274592188,0.0555643960511825,-26.3223501677294,8.02587700212207e-100,1.76010455203575e-97,217.119930823524
"ENSG00000257894.2","RP1-78O14.1","lincRNA",-4.29795344411719,-0.670098097662799,-26.3147784837966,8.77242209745802e-100,1.90967888689222e-97,217.029747398585
"ENSG00000250174.5","MYLK-AS2","antisense",-3.27745879143314,-4.52152304779803,-26.2987492599428,1.05900215442096e-99,2.2885268455319e-97,216.46463437776
"ENSG00000179133.12","C10orf67","protein_coding",-4.99339642589773,-2.08050013289219,-26.282622328266,1.2799064271232e-99,2.74586302039199e-97,216.620191962752
"ENSG00000169418.9","NPR1","protein_coding",-3.11344657349928,3.23737366174287,-26.1952451092649,3.57340621236366e-99,7.61109815275098e-97,215.550295714267
"ENSG00000271894.1","RP11-482H16.1","processed_transcript",-3.25840610434734,0.971918833386894,-26.1488357420455,6.16572260034686e-99,1.30387416647049e-96,215.078138635752
"ENSG00000158246.7","FAM46B","protein_coding",-3.14976644222945,2.07888031280205,-26.1329864822923,7.42845311211315e-99,1.55976441728526e-96,214.861523983499
"ENSG00000187950.8","OVCH1","protein_coding",-4.81109957078355,-2.8630903233016,-26.0937489302131,1.17825106999311e-98,2.45657050550817e-96,214.357430149662
"ENSG00000115306.15","SPTBN1","protein_coding",-1.90779604469436,8.40068965381268,-26.0419455444145,2.16662393042822e-98,4.48566909680126e-96,213.720894270163
"ENSG00000135063.17","FAM189A2","protein_coding",-3.72238290586844,2.91012686390867,-26.0381939711513,2.2643516293914e-98,4.65544405137235e-96,213.723651670551
"ENSG00000246430.6","LINC00968","lincRNA",-3.74756834180435,-1.10136991883909,-26.022917338291,2.70999679778623e-98,5.53325277208684e-96,213.60783812182
"ENSG00000258983.2","RP11-507K2.2","antisense",-2.54566416225721,-3.01750447048971,-25.9127395631145,9.90450801940375e-98,2.00844427686621e-95,212.186933150676
"ENSG00000234880.1","LINC00163","lincRNA",-4.03202952714972,-4.03173377975634,-25.8957426023019,1.20972273060328e-97,2.43639803824766e-95,211.920511258457
"ENSG00000280339.1","RP11-736K20.4","TEC",-2.83233291481831,-0.209719833972186,-25.8568189467868,1.91250538909444e-97,3.82578611821148e-95,211.661230228253
"ENSG00000171509.15","RXFP1","protein_coding",-3.52205690936616,-0.222105635369961,-25.8509697316861,2.04878859397582e-97,4.07090168545289e-95,211.59365054828
"ENSG00000233746.1","LINC00656","lincRNA",-3.82527950545748,-4.32170480709118,-25.8320957974848,2.55837013966933e-97,5.02502720851879e-95,211.079356805933
"ENSG00000111961.17","SASH1","protein_coding",-1.96723308687634,4.80644411312596,-25.8319447089222,2.56292342257089e-97,5.02502720851879e-95,211.22549150949
"ENSG00000134917.9","ADAMTS8","protein_coding",-4.53175209178296,1.32777336337165,-25.8150334691772,3.127346415332e-97,6.09133012975784e-95,211.134699003023
"ENSG00000183019.7","MCEMP1","protein_coding",-4.73833281364014,2.25409431346326,-25.7900875882107,4.19463604259046e-97,8.11675782202178e-95,210.818574768344
"ENSG00000259417.2","LINC01314","protein_coding",-4.61277776985291,-0.860053775642953,-25.7892042817263,4.23847646226444e-97,8.14833338583123e-95,210.869073031765
"ENSG00000105974.11","CAV1","protein_coding",-3.86446816543102,6.56023877539756,-25.7653256982472,5.61413972234195e-97,1.07233690722358e-94,210.456718632804
"ENSG00000069702.10","TGFBR3","protein_coding",-2.92682481270448,3.51061036323115,-25.7341089594792,8.10749386983149e-97,1.53865681737328e-94,210.121517110655
"ENSG00000118526.6","TCF21","protein_coding",-3.65130334783691,2.61237504786156,-25.7202834704486,9.54066074048292e-97,1.79911338778814e-94,209.990481494128
"ENSG00000257002.1","AP000438.2","antisense",-4.13268569220438,-3.79480069612605,-25.6674428519865,1.7774259073558e-96,3.33053616539087e-94,209.230454804154
"ENSG00000261143.1","ADAMTS7P3","transcribed_unprocessed_pseudogene",-3.3509751374055,0.26346183018952,-25.6522880128791,2.12470349390573e-96,3.95622463148258e-94,209.261560844311
"ENSG00000150048.10","CLEC1A","protein_coding",-2.30352234687293,1.27119599850605,-25.6452266282866,2.30894677964762e-96,4.27241739739047e-94,209.172786862618
"ENSG00000140505.6","CYP1A2","protein_coding",-5.13704656166633,-4.73701953791641,-25.6323747982119,2.68625386127163e-96,4.93970383955329e-94,208.728103497625
"ENSG00000120913.23","PDLIM2","protein_coding",-1.93818109575948,4.65188972101298,-25.6058125463869,3.67293847405678e-96,6.71240842363735e-94,208.576451362409
"ENSG00000269186.1","LINC01082","lincRNA",-4.17564341046732,-4.41579736750668,-25.5378797773284,8.17608397528594e-96,1.48503768203874e-93,207.632452828676
"ENSG00000171115.3","GIMAP8","protein_coding",-2.51783629654034,3.75806384441033,-25.4937409170381,1.37528403844685e-95,2.48272312452789e-93,207.290283341187
"ENSG00000077522.12","ACTN2","protein_coding",-3.74441116487243,-1.3225465296517,-25.4885622234678,1.46181527157063e-95,2.62293957152244e-93,207.328076961215
"ENSG00000133800.8","LYVE1","protein_coding",-3.36584493950826,2.35286908149067,-25.4880188573425,1.47120434647243e-95,2.6238840892568e-93,207.267361920787
"ENSG00000267107.6","PCAT19","lincRNA",-2.56312196333545,1.91564592966814,-25.4524841534685,2.23625260065911e-95,3.9644607482104e-93,206.890494941513
"ENSG00000177303.9","CASKIN2","protein_coding",-1.78722998244003,4.95308209142054,-25.3981290179273,4.24346091799366e-95,7.47808952012621e-93,206.123976169244
"ENSG00000059573.8","ALDH18A1","protein_coding",1.62336075237248,6.32893571310048,25.3608434224316,6.58538173025385e-95,1.15364977222423e-92,205.686554544558
"ENSG00000168497.4","SDPR","protein_coding",-3.62443769885617,4.92846520139094,-25.2505583021629,2.41679420788002e-94,4.20891819520563e-92,204.397686413035
"ENSG00000135052.16","GOLM1","protein_coding",2.56474144209315,7.5157850829626,25.2314838146063,3.02634756226872e-94,5.23965180868583e-92,204.165258034545
"ENSG00000204176.13","SYT15","protein_coding",-3.69475409972825,1.46905778510126,-25.216048870595,3.63047845760154e-94,6.24906658231112e-92,204.104431366312
"ENSG00000155511.17","GRIA1","protein_coding",-5.23730257222537,-0.688128386643526,-25.2032037897042,4.22423759463248e-94,7.22906232524214e-92,203.979383587437
"ENSG00000227051.6","C14orf132","protein_coding",-2.85947907537626,3.55541281169591,-25.1599956625206,7.03153564399243e-94,1.19641174871287e-91,203.366680360522
