"final_observation_index","tcga_sample_barcode","sample_id","sample_submitter_id","case_id","case_submitter_id","sample_type","group","batch_number","tissue_source_site","tissue_source_site_code","n_expression_records_aggregated","raw_library_size_before_filtering","raw_library_size_after_filtering","tmm_normalization_factor","effective_library_size","MDS1","MDS2","PC1","PC2","PC3","PC4","PC5","RLE_median_logCPM","RLE_IQR_logCPM"
11,"TCGA-78-8662-01","cffeea21-61c8-4f86-b8d3-e67b019768cc","TCGA-78-8662-01A","16e64a1e-08b0-4c27-8c69-fa64551f8ca4","TCGA-78-8662","Primary Tumor","tumor","238","Prince Charles Hospital","78",1,38180094,38167042,0.990435723980587,37802001.8754675,0.340348714872723,-0.849186157799383,-55.9251722809454,52.1842193603583,84.4731074681856,30.2896710956841,-61.4658217315072,-0.0565157330730397,1.6055832602114
12,"TCGA-50-5068-01","63d5b15a-fb94-4b8b-9e93-1dd1cc0a157f","TCGA-50-5068-01A","591c068f-bbb1-4df2-9abb-d1a2e4a58372","TCGA-50-5068","Primary Tumor","tumor","84","University of Pittsburgh","50",1,34871033,34862241,0.955744681410068,33319401.417786,0.498236373168162,-0.933114996812514,3.35506195277782,-51.7150755119735,26.5122230899357,55.527196968969,91.7913368982227,-0.0430394700041843,1.67254058047762
13,"TCGA-91-6849-11","7f82cda9-daa0-469f-9157-e6c30171150f","TCGA-91-6849-11A","953a908d-0993-42f6-853b-512611d19a2c","TCGA-91-6849","Solid Tissue Normal","normal","160","ABS - IUPUI","91",1,33998048,33985366,1.060687840094,36047864.4573441,3.3094216689131,1.02495634877041,165.973663681482,10.0267083814326,13.4024979947656,-43.1033838578553,-26.9708734993878,-0.0087345565247885,1.0794007821054
14,"TCGA-44-6145-11","420fd4eb-e667-4f53-811c-b128d261acf8","TCGA-44-6145-11A","6144d666-8f77-4efe-95f1-f9e5c4e5e056","TCGA-44-6145","Solid Tissue Normal","normal","119","Christiana Healthcare","44",1,41176615,41165743,0.913234976615188,37593996.3459518,3.04940344924527,0.213476871501624,147.556598874593,-15.5675767006709,21.1557483176142,-17.9658502766916,-11.1502678375021,-0.00855750644799802,0.951710114922179
15,"TCGA-86-A456-01","e48c5428-b22b-40a8-8f42-193c68e48f07","TCGA-86-A456-01A","8e2aca86-7cba-4631-9f25-4d14219dbc6d","TCGA-86-A456","Primary Tumor","tumor","258","Asterand","86",1,42727841,42711351,1.0982551927744,46907963.02616,0.691314774828486,-1.04212400665405,25.3896162978459,52.0166958604077,-14.6350378247328,49.5440356794708,-18.1667475399142,-0.000453788543157627,0.972692715826401
16,"TCGA-55-1592-01","e190a9e4-10ae-4060-a071-4b8b73479023","TCGA-55-1592-01A","a41c46da-7ed4-4192-bd16-b3cbb94a5133","TCGA-55-1592","Primary Tumor","tumor","37","International Genomics Consortium","55",1,90497363,90409376,1.16356776212729,105197435.307645,-0.453753988585027,0.580217896269352,-8.4089429276888,20.556013159411,-9.28845650505082,-32.0396623735147,-27.0431478371504,0.027112430878677,0.863715622165743
17,"TCGA-49-4486-01","5ae9b10f-347c-48c3-90cd-9290055cfe4b","TCGA-49-4486-01A","61c655ec-52b5-453f-a6cc-b2aba445b027","TCGA-49-4486","Primary Tumor","tumor","58","Johns Hopkins","49",1,101567031,101550056,0.685966173398277,69659903.3227008,0.993457470488572,0.402443569538605,-1.15315959741698,64.7804216741559,141.330691927713,31.0637451191143,89.111910157084,-0.0298161426133512,1.62364601808561
18,"TCGA-91-6835-11","d6ef8f0b-39ad-42bd-b2bd-62b42bbb69e2","TCGA-91-6835-11A","2f09479f-87fc-4c34-8e2c-333e970a3681","TCGA-91-6835","Solid Tissue Normal","normal","144","ABS - IUPUI","91",1,39518569,39499451,1.13424558578835,44802077.9378132,2.73551914556668,1.28543183637169,130.952135452533,16.8377192020827,-13.7338734374238,-27.3184184826214,-19.5764387407325,-0.007561855703619,0.952695102334184
19,"TCGA-69-A59K-01","af5e9c02-8823-4c78-8238-fdc419e5d309","TCGA-69-A59K-01A","67fa3e41-c7c6-44c5-9e67-6bcb2715aacc","TCGA-69-A59K","Primary Tumor","tumor","278","Washington University - Cleveland Clinic","69",1,51372699,51341180,1.06848800273333,54857434.8761724,-0.406463096682619,-0.357329710445062,-31.2449053534712,9.50094765255024,-46.0274364554652,13.5227756579697,-30.2551020768799,0.00033997040977507,1.22236474166472
20,"TCGA-78-7147-01","5d0e7b83-5577-450a-b1a5-59ca03fc3bc5","TCGA-78-7147-01A","e7d30bc2-42e8-49c5-a5b3-9f58411b007a","TCGA-78-7147","Primary Tumor","tumor","166","Prince Charles Hospital","78",1,64317169,64297512,1.08211685211987,69577421.2845793,0.392044775824691,-0.122926015154188,-14.2084572369173,51.9358825640691,15.0928578281492,46.9018316415451,-12.4157159742795,0.0506538956241245,1.06652636293396
21,"TCGA-55-6986-01","9622c370-68d0-48da-a7e0-5eb4765b6f27","TCGA-55-6986-01A","028e99e9-5b9a-4954-bb6e-6d4709a3cea8","TCGA-55-6986","Primary Tumor","tumor","160","International Genomics Consortium","55",1,36963510,36954517,0.998812948397022,36910650.0813579,0.601591778194789,-1.08701676813156,15.4749829314167,-4.86476735854224,31.6585074681983,35.2677647751947,7.10642534321485,-0.0150379797705741,0.925648364443469
22,"TCGA-44-3919-01","9de8d353-3442-41d8-8bfe-a08c4975eaca","TCGA-44-3919-01A","66ed89f6-8ba2-49d0-af0f-4b6ebf2381bf","TCGA-44-3919","Primary Tumor","tumor","52","Christiana Healthcare","44",1,80847497,80825782,1.10238116274034,89100819.5405575,0.107963171345938,-1.02201206305321,8.55430098000539,-10.8193565602258,-41.1351141831976,38.2523480408358,8.54324425826553,0.0178552084909322,0.693308962871129
23,"TCGA-97-8179-01","7e66ee53-b64f-452e-aeb2-00f97813c126","TCGA-97-8179-01A","11c2e619-8aeb-4f86-b03b-78f9a8099263","TCGA-97-8179","Primary Tumor","tumor","222","Washington University - NYU","97",1,62310312,62286054,1.06123926853797,66100406.3870763,0.936035481396708,0.31998142079364,7.63435358939536,65.0460310577632,62.9946263218204,3.59813504627171,-33.788395541336,0.00910157439577197,1.04606071605224
24,"TCGA-44-7660-01","6c2f3100-7ed8-41dd-9f8f-98b8eb245c12","TCGA-44-7660-01A","a534b96b-1665-444a-9308-e610f2f0e510","TCGA-44-7660","Primary Tumor","tumor","183","Christiana Healthcare","44",1,66275489,66193063,1.05319727993352,69714353.902068,-1.52979130976696,1.61919244252982,-80.9733346933957,26.8887315013257,-17.1943486171464,-64.1311179204811,-54.2718209683747,0.0490682971529866,1.33812601327702
25,"TCGA-71-6725-01","83973755-fa6a-460a-a042-385b34698c39","TCGA-71-6725-01A","4b7cd595-e7f9-45a8-b736-a8c7c42d9539","TCGA-71-6725","Primary Tumor","tumor","144","ILSBio","71",1,84063940,84045801,0.882475737617974,74168380.2311684,0.575952598223923,-1.51547710050821,-25.4270694884983,47.414722833827,57.6702087686232,79.4477640238847,-26.38493518318,0.0055841061906301,1.2850756316533
26,"TCGA-05-4417-01","9ab40e48-6979-43cb-9acf-1d4f474cad4d","TCGA-05-4417-01A","a244a99a-d7cc-4fb1-bc76-b66886481621","TCGA-05-4417","Primary Tumor","tumor","144","Indivumed","05",1,42635327,42625440,0.948526192771458,40431346.3184082,-0.999805061231323,0.533398649313313,-16.9827662955939,-35.5803351370347,-25.9516063634866,-38.8391899087787,54.0476902254134,-0.0254190375033638,0.876877377639472
27,"TCGA-50-8457-01","063385d8-f8bc-4268-8219-63dc2dc7973c","TCGA-50-8457-01A","d45aee46-838e-44af-8422-46710b3240a8","TCGA-50-8457","Primary Tumor","tumor","232","University of Pittsburgh","50",1,63479629,63462574,0.999294776207779,63417818.6828996,0.333265832766849,-0.680451676501104,52.2435762559765,11.9259215713013,-57.4711665334095,18.1543624029254,30.3255957993042,0.0302563703689901,0.858860089418424
28,"TCGA-55-6978-11","bf086e79-d781-4620-b8f5-868e70f293c2","TCGA-55-6978-11A","5134c56f-8286-4ec8-8348-237cee7dad5e","TCGA-55-6978","Solid Tissue Normal","normal","160","International Genomics Consortium","55",1,32759622,32747238,1.09389158733886,35821928.1567833,3.08349515341497,1.338180349334,157.941098617557,1.09810867051295,16.056173828576,-35.7310849561606,-19.7604811456955,-0.0054970342748879,0.981061386677422
29,"TCGA-NJ-A4YG-01","337b38b7-752e-4246-aba2-163140b1e3c7","TCGA-NJ-A4YG-01A","7fd03220-531e-4ef8-beca-e9703e8c0ae1","TCGA-NJ-A4YG","Primary Tumor","tumor","278","Washington University - Rush University","NJ",1,48132552,48113120,0.97179953050541,46756307.4271505,0.0376379229967976,-0.774537578879998,0.883769022933732,45.0958015091682,0.744846426392333,58.5331295056079,16.3367314839426,-0.000892678876009745,0.948681917821698
30,"TCGA-55-6979-11","b431b2d3-66b6-4d0a-b90b-c526341e9170","TCGA-55-6979-11A","5af499be-d2b9-4eaf-9a9f-435dccb51917","TCGA-55-6979","Solid Tissue Normal","normal","160","International Genomics Consortium","55",1,27808367,27800667,0.957594597663259,26621768.5306352,2.67035023547335,-0.32274698447518,129.83969507701,-22.3594759188229,15.523544690858,-8.04129393127813,-6.94695059960758,-0.0157753462031023,0.919370190919918
31,"TCGA-86-8671-01","7d86a05d-f448-4a95-9bbc-6e19338ba98c","TCGA-86-8671-01A","c4cfa3cc-e305-42dd-be57-97efbb891659","TCGA-86-8671","Primary Tumor","tumor","238","Asterand","86",1,48502119,48485839,1.08095262490197,52410894.9376245,0.425044759094013,-0.680648981765503,48.9936550028028,-7.29445540564247,-84.5810965045974,10.7126354751617,13.0530648805983,0.0208975571006047,0.958417144272969
32,"TCGA-69-7765-01","49a4f112-f32d-4b68-989b-d761767ee973","TCGA-69-7765-01A","bcf2e591-9dae-440f-bd03-5f27c57db741","TCGA-69-7765","Primary Tumor","tumor","196","Washington University - Cleveland Clinic","69",1,45597636,45583118,1.00938958634705,46011124.6224286,-0.388948419384828,-1.21759144658915,-7.9264021407074,-33.6456700904601,-30.0418433650427,23.5533891010632,2.30305370320376,-0.0209457268204701,0.880836515670252
33,"TCGA-75-6206-01","4afc6152-819b-4e55-817d-df8a42eb0d36","TCGA-75-6206-01A","c4c1469d-752f-42b6-8686-714ad4a8ac97","TCGA-75-6206","Primary Tumor","tumor","119","Ontario Institute for Cancer Research (OICR)","75",1,37623188,37615863,0.97338429491631,36614690.2839235,0.56057981564535,-0.375169346482018,27.0557521955554,37.4588013146744,59.960272548125,5.98335880009732,7.02895048559848,-0.00858222116816063,0.971134360561839
34,"TCGA-L9-A5IP-01","ef98c575-44c9-4524-8754-45250f60a5c8","TCGA-L9-A5IP-01A","2a43e61e-2151-4c5a-b062-74ce9dfd8d4a","TCGA-L9-A5IP","Primary Tumor","tumor","406","Candler","L9",1,62614324,62584284,0.922085076484577,57708034.2988725,-2.33551161358075,0.930689547519805,-95.2847043094217,-29.5703394972037,16.570518482493,-32.5373501657277,-15.4651573625097,0.00825090772325529,1.26731292808811
35,"TCGA-44-A4SS-01","6176e1f7-8dfd-4de4-8abb-3eff1839de56","TCGA-44-A4SS-01A","f934ed41-090e-4313-bbc5-d1a4a9ed9ad7","TCGA-44-A4SS","Primary Tumor","tumor","264","Christiana Healthcare","44",1,45773902,45755576,1.03644279522233,47423037.0864478,-1.43792430830926,0.66936801365171,-42.3172600408659,-24.1864666871976,-18.4556257316487,-11.9637818483706,-36.9545836108327,0,0.998767804582233
36,"TCGA-05-4433-01","1e9dac94-1a10-47d0-ae92-81d38a264376","TCGA-05-4433-01A","aea68827-dc0f-484d-a00d-06deeaa4b3ce","TCGA-05-4433","Primary Tumor","tumor","144","Indivumed","05",1,36731177,36717978,0.966007129904266,35469828.543668,0.582379834999673,1.53642960968193,32.7600238217626,-17.3150698563331,30.6596280647135,-18.3181514501174,-13.2152239754742,-0.0318130679236578,0.961856244729411
37,"TCGA-69-8254-01","96bdafe1-b0fb-4126-9734-1374d615ef6d","TCGA-69-8254-01A","f0c94f68-bfd9-45cb-b4fd-8bb1ae4e9a2b","TCGA-69-8254","Primary Tumor","tumor","222","Washington University - Cleveland Clinic","69",1,110217934,110140463,0.94823165405895,104438673.409309,0.833457168241424,1.24349540652753,55.3462089575082,14.7235578628655,-31.1921653402601,-1.49779658092289,42.3648622988324,0.0147739192017342,0.874999831309978
38,"TCGA-75-6207-01","323d4a3b-38d8-4428-9135-437a839dc8e4","TCGA-75-6207-01A","58babefe-7e81-4594-ba29-50d1de92a5ab","TCGA-75-6207","Primary Tumor","tumor","119","Ontario Institute for Cancer Research (OICR)","75",1,47746259,47721782,1.10592485348958,52776704.7666119,-0.50675926153023,-1.30730948934884,-55.8305604937536,-14.2105599869469,47.7894630109146,43.7967123201077,-55.0520714520097,-0.00977502560972598,1.26415433389474
39,"TCGA-55-6543-01","8d9491e7-9b14-4988-8fa7-e6af041120bd","TCGA-55-6543-01A","e68219b0-a9c2-49df-8f0d-db5ea97fd2dc","TCGA-55-6543","Primary Tumor","tumor","119","International Genomics Consortium","55",1,45812068,45802272,0.984337609293083,45084898.9206715,0.785258788587312,-0.873181063763856,26.6957811326148,-10.8660244925284,9.96651485490719,33.5393774472291,2.44496392308353,-0.000332711996555601,0.849001075929219
40,"TCGA-05-4418-01","c9e092b2-d6c3-4161-bd9e-0fa4015bebbb","TCGA-05-4418-01A","d2c1e896-6886-4122-bb48-5fbcd3f641f4","TCGA-05-4418","Primary Tumor","tumor","58","Indivumed","05",1,96777542,96736707,0.843929739875795,81638983.974951,-1.90256000594877,1.36403665015947,-86.9731704575543,-67.3116806932096,19.0416739961673,-39.1233036826056,56.0730598459312,0.0013120820975695,1.25122924946613
41,"TCGA-55-8615-01","7873c1a9-b1ea-46cc-b787-dfbad3366494","TCGA-55-8615-01A","06fe7f3e-4edd-4150-981c-93787ea19b39","TCGA-55-8615","Primary Tumor","tumor","238","International Genomics Consortium","55",1,48860331,48842531,0.975444837942698,47643194.7360062,-1.27977130714039,1.36857565146919,-68.8798405226024,88.7872009223402,27.8267642380364,-38.2777224740183,14.3783778084796,0.0138385362364337,1.14717008257877
42,"TCGA-55-8096-01","a5d9be94-1204-49cb-8758-1505d853564c","TCGA-55-8096-01A","36470b30-a3b3-4d28-851b-918a7ff88011","TCGA-55-8096","Primary Tumor","tumor","213","International Genomics Consortium","55",1,90692307,90648184,1.11700539346545,101254510.435848,-1.17579497839547,0.0969563587795023,-17.7415712259878,13.5156263504656,-70.3747042595952,-0.733088899046007,-8.34451459621666,0.0264177730035118,0.97966452050775
43,"TCGA-78-7162-01","5e9ed3d4-fad6-47fc-aa55-c7e710b76dc8","TCGA-78-7162-01A","16cd58db-d52c-403e-9e9c-6da2e99f6bad","TCGA-78-7162","Primary Tumor","tumor","183","Prince Charles Hospital","78",1,73222388,73209403,0.914377198320231,66941008.8058367,1.48454776297859,0.912505105079987,71.5813587232218,-6.53569554553029,45.9126858281333,-33.4175996333642,39.8034737423947,0.0104168321475029,0.882071583923875
44,"TCGA-55-6971-11","32727a14-832e-4a74-9a6f-27cb1658d8b6","TCGA-55-6971-11A","8d0736fe-261c-445c-bfd2-a3ea3ceaf367","TCGA-55-6971","Solid Tissue Normal","normal","160","International Genomics Consortium","55",1,40674380,40658414,0.990999390779216,40292463.5040491,2.62438690593929,-0.523343574278155,142.298213912559,18.2767379521337,24.6048805797484,-15.3848487705669,-51.593414253474,0.00322714802968682,1.05275501738445
45,"TCGA-78-7537-01","42395277-99e9-40db-8fae-b91681b9fd4e","TCGA-78-7537-01A","67a2bc21-7c87-4678-997d-a434de672436","TCGA-78-7537","Primary Tumor","tumor","183","Prince Charles Hospital","78",1,84413797,84396451,0.847826660578494,71553561.2160065,-0.0718637987675989,-0.178708248791439,1.85830881143052,42.7197829439872,20.6559084491343,10.1314454113002,54.3018700615992,-0.00104723255224248,0.992565517135909
46,"TCGA-64-5779-01","4131da8f-3c6c-43e1-a7eb-81cb8988f524","TCGA-64-5779-01A","1c58d9b8-17a2-4fc6-9898-fe6f47bd2c2a","TCGA-64-5779","Primary Tumor","tumor","84","Fox Chase","64",1,40257350,40227750,1.0207844526106,41063861.7635059,-1.71610482401905,0.9051733453308,-53.0998397756762,17.5220812174848,-72.2052154802898,-85.9322352453153,11.339769280156,-0.00767096660640754,1.13117495861104
47,"TCGA-49-AAR0-01","8fa41683-e16d-4f46-a3db-672c9f1b7823","TCGA-49-AAR0-01A","3afa5045-a1ee-4a07-8aad-2e252b2f7d7a","TCGA-49-AAR0","Primary Tumor","tumor","406","Johns Hopkins","49",1,56664428,56627522,1.07416962297413,60827563.9566991,-0.125950728936384,1.90447295656257,2.34345570668672,62.1620497454402,-25.008070203517,-40.1652742468847,30.9557487850502,0.095382518648724,1.10264017029833
48,"TCGA-55-6983-11","f6d0a76c-9baf-458c-b4c7-2784272a2f62","TCGA-55-6983-11A","54a0e4d7-c274-4569-9c25-45bbe26d7f21","TCGA-55-6983","Solid Tissue Normal","normal","160","International Genomics Consortium","55",1,31669204,31659293,0.950885806966929,30104372.3723074,2.86006772184523,0.632424296221435,136.401348165866,5.3819712064271,26.1120582754138,-13.5453154147706,-17.6160002400158,-0.0133243141810857,0.946770667114297
49,"TCGA-44-8120-01","56703aef-270a-4537-b9a1-c9ebbe873411","TCGA-44-8120-01A","83e38dbd-edab-47f2-b19f-6ea38fc6bece","TCGA-44-8120","Primary Tumor","tumor","213","Christiana Healthcare","44",1,83035201,83012566,1.09254635294691,90695076.2320646,0.234535562401376,-1.20740710013078,8.07278785370474,0.146570815951145,15.9739753683228,23.8965101249643,-19.1761884907516,0.000511961203123246,0.903465285199393
50,"TCGA-55-7227-01","65386909-c47a-486f-a8c8-fd9321d83de7","TCGA-55-7227-01A","4e7b2af4-b158-41a7-be22-bea227a759e6","TCGA-55-7227","Primary Tumor","tumor","166","International Genomics Consortium","55",1,42401747,42387785,1.04858708183119,44447283.7784379,0.552659678890797,-1.24986793973416,23.9708338403432,-7.6022412454885,-11.8178768407144,48.5953794089011,-2.38364070181113,0.0129335281114187,0.780182920550296
51,"TCGA-86-8674-01","1a954c08-6297-4c7f-ad8c-e50cb2754f7e","TCGA-86-8674-01A","0a1eea76-e19a-4547-9b24-abf7051cc4db","TCGA-86-8674","Primary Tumor","tumor","238","Asterand","86",1,45406695,45397978,0.888500061836128,40336106.2602352,-0.952524193500698,0.855229979123722,-70.5830448262577,85.325123515034,74.3616121161014,-0.766119578418644,51.0817487961784,-0.0357953554557278,1.35977607019085
52,"TCGA-55-6981-01","2b87b12c-5ca7-4492-a2f6-26f9644e1d5a","TCGA-55-6981-01A","0a45f302-5748-48f3-9dc9-66c01843a68e","TCGA-55-6981","Primary Tumor","tumor","160","International Genomics Consortium","55",1,29317016,29309703,0.977457746049242,28648996.2317527,-0.267902950232621,-1.63291757486286,-30.8527141152116,-3.1897174176619,-12.0330392231235,48.3535528769307,-32.9651528314342,-0.0185034446398529,0.983633489048363
53,"TCGA-NJ-A4YP-01","848cfbda-c996-41e3-ad7a-474814fd3f4e","TCGA-NJ-A4YP-01A","42259aa6-c9f5-4309-a956-dbf930312f44","TCGA-NJ-A4YP","Primary Tumor","tumor","278","Washington University - Rush University","NJ",1,112511774,112472617,1.05065203672127,118169584.126421,-1.27159276956048,0.0843721573941769,-48.2535100743326,16.2256130314817,13.4805357174646,10.9832346522945,24.3915007557889,0,0.947833906632202
54,"TCGA-64-1681-01","8010b0ae-f003-491e-aa81-36a9dff7de96","TCGA-64-1681-01A","c583fdd1-8cd2-4c15-a23e-0644261f65da","TCGA-64-1681","Primary Tumor","tumor","183","Fox Chase","64",1,72823799,72804823,0.992821187001679,72282170.7903071,1.22504668173938,0.219803962395027,48.0385058455271,23.3222507033211,-3.57361201696193,24.3082192892109,17.7500038991559,0.00300847643115003,0.885545020401546
55,"TCGA-69-7974-01","b8a5a1e0-3095-49b6-aae7-f7621c398f59","TCGA-69-7974-01A","3e1df30f-744a-41e9-a169-7dbbff66622e","TCGA-69-7974","Primary Tumor","tumor","204","Washington University - Cleveland Clinic","69",1,85110003,85080580,1.02794357717687,87458035.7534831,0.509887011835996,-0.544992820525166,12.9924884070119,-21.7046492718525,-12.0766085773437,29.5426315466361,-27.7666794150949,0.0157619320303706,0.854548109456656
56,"TCGA-69-7763-01","5aa09c6e-a062-4834-aa6d-4ec1bed510d7","TCGA-69-7763-01A","1b31cdb3-1837-49d6-a857-1830f8800299","TCGA-69-7763","Primary Tumor","tumor","196","Washington University - Cleveland Clinic","69",1,47489662,47479205,0.969583719630625,46035064.189005,0.653616637621316,0.316053766125956,39.6243175881157,-7.48003032863941,14.2231456217039,-14.6003955240261,35.1132417760428,-0.0179117077641088,0.848361624837498
57,"TCGA-55-A4DF-01","36576033-1b30-4d02-977b-983220fc8f32","TCGA-55-A4DF-01A","362000e4-cf7c-48fc-93cc-8f5994b442ea","TCGA-55-A4DF","Primary Tumor","tumor","258","International Genomics Consortium","55",1,52072250,52034924,1.20993459429686,62958854.6592079,-0.958866144696403,1.19897220159522,-48.3372723989011,17.2771408009576,-50.4504208593621,-64.6697731084992,-45.3653420465264,-5.32907051820075e-15,1.24878747062542
58,"TCGA-97-A4M6-01","4b24bb00-acf5-4cf4-a84a-020baa60782d","TCGA-97-A4M6-01A","31ff69b5-9e58-44da-8326-bdfc7ee495c4","TCGA-97-A4M6","Primary Tumor","tumor","264","Washington University - NYU","97",1,52267101,52248743,1.17533182562201,61409610.4966452,0.473665105513426,-0.310586139807918,29.1829296443488,38.1800993392694,-41.9395011794987,26.8212172967153,-0.527252314573419,0.00836769044182306,0.97180243867671
59,"TCGA-55-7914-01","356e0f37-c095-455e-b3ea-252afa34806e","TCGA-55-7914-01A","69dba721-a168-47a4-b7ff-80a448bad654","TCGA-55-7914","Primary Tumor","tumor","196","International Genomics Consortium","55",1,52174270,52144056,1.03806618654943,54128981.3631397,0.354847947143093,-1.12112362443083,-10.559818224424,8.57375635775464,-19.3981113404392,27.1930238403322,12.1584556981093,-5.32907051820075e-15,1.02100343735062
60,"TCGA-L9-A443-01","3e08e880-bb50-4460-b1bf-06064f12d0c2","TCGA-L9-A443-01A","3b89ac82-63f6-41b9-a03d-34b9ffc1550d","TCGA-L9-A443","Primary Tumor","tumor","258","Candler","L9",1,46168550,46148423,1.08623783269911,50128162.9820017,0.0441786629453045,-0.269401627369958,3.68396514404942,72.185627144154,-35.8998050723491,46.6002955258025,10.6560283273239,0.0120776284714476,1.21774807866803
61,"TCGA-50-5933-01","d2355f3a-e2ce-4791-b1fb-b570850681df","TCGA-50-5933-01A","7a0ea814-f0de-4bc4-a81a-daa000559369","TCGA-50-5933","Primary Tumor","tumor","119","University of Pittsburgh","50",1,45605589,45595377,0.975370618789872,44472391.0784475,-1.72851526307233,-2.23254375310136,-53.5412309215591,-104.912634602695,9.19311487194126,35.6038813232376,-51.6626731961709,-0.0198370650256989,1.18588830998785
