"field_name","R_class","audit_category","relevant_to_replicate_ffpe_audit","n_records","n_nonmissing","n_missing","n_unique_nonmissing","example_values"
"rail_id","integer","other",FALSE,601,601,0,601,"106670 | 106782 | 107654 | 107655 | 107703"
"external_id","character","other",FALSE,601,601,0,601,"5b1e3218-61b6-4d10-8815-c1038c739f05 | c3257122-09a9-449c-be4a-107703def60c | 6a4c997f-2f28-4888-8d4c-c2dc8b108520 | dc7450dc-4a7a-48ee-bef1-f5e5b46db020 | 642c8ec2-4829-4b2b-af17-a6b52a793e26"
"study","character","other",FALSE,601,601,0,1,"LUAD"
"tcga.tcga_barcode","character","other",FALSE,601,601,0,600,"TCGA-55-7911-01A-11R-2170-07 | TCGA-44-2656-01A-02R-0946-07 | TCGA-44-2657-11A-01R-1758-07 | TCGA-44-5644-01A-21R-2039-07 | TCGA-55-8616-01A-11R-2403-07"
"tcga.gdc_file_id","character","other",FALSE,601,601,0,601,"5b1e3218-61b6-4d10-8815-c1038c739f05 | c3257122-09a9-449c-be4a-107703def60c | 6a4c997f-2f28-4888-8d4c-c2dc8b108520 | dc7450dc-4a7a-48ee-bef1-f5e5b46db020 | 642c8ec2-4829-4b2b-af17-a6b52a793e26"
"tcga.gdc_cases.project.name","character","other",FALSE,601,601,0,1,"Lung Adenocarcinoma"
"tcga.gdc_cases.project.released","logical","other",FALSE,601,601,0,1,"TRUE"
"tcga.gdc_cases.project.state","character","other",FALSE,601,601,0,1,"legacy"
"tcga.gdc_cases.project.primary_site","character","other",FALSE,601,601,0,1,"Lung"
"tcga.gdc_cases.project.project_id","character","other",FALSE,601,601,0,1,"TCGA-LUAD"
"tcga.cgc_sample_sample_type","character","sample",TRUE,601,601,0,3,"Primary Tumor | Solid Tissue Normal | Recurrent Tumor"
"tcga.gdc_cases.case_id","character","other",FALSE,601,601,0,517,"1f0a5312-0590-4230-9da9-fd0cfe693586 | 42ca54fc-c1ae-41cd-bca1-7fe9810db460 | f40301ba-831e-4afd-9ce8-5f3c1a05ff7e | 1fc81cd4-fa89-4135-8c3c-027ffae82b05 | fe714ac0-f874-426a-924b-a2980232b5f7"
"tcga.gdc_updated_datetime","character","other",FALSE,601,601,0,599,"2016-08-06T14:15:38.873654-05:00 | 2016-08-05T02:42:39.839282-05:00 | 2016-08-09T13:57:28.782099-05:00 | 2016-08-09T14:05:07.350915-05:00 | 2016-08-05T03:06:51.420797-05:00"
"tcga.gdc_file_name","character","other",FALSE,601,601,0,601,"UNCID_2193443.9142e848-c5cb-41c1-b80f-5f7674f9a1cb.120402_UNC9-SN296_0290_BC0M6TACXX_3_CAGATC.tar.gz | UNCID_2200469.7b9dc578-8869-4322-a705-bfb9942d9b65.111130_UNC10-SN254_0310_BC06BYACXX_5_GATCAG.tar.gz | UNCID_2187834.ca16fef9-9795-4a33-899f-9bf111ee093e.120723_UNC10-SN254_0372_AC0T70ACXX_7_GATCAG.tar.gz | UNCID_2198905.44205bf0-b593-4c0d-9aeb-4e604314e10f.120109_UNC15-SN850_0161_AD0J66ACXX_6_CTTGTA.tar.gz | UNCID_2182185.78dd0304-d459-4d26-b0ba-39a8078c59d0.130225_UNC12-SN629_0259_BD1TW9ACXX_6_CTTGTA.tar.gz"
"tcga.gdc_submitter_id","character","other",FALSE,601,601,0,601,"59fa85b1-2916-44fe-8654-410e2c373fa5 | 0be8443a-c2a6-4ef4-aa74-360e57e2a722 | 01781e6e-9eca-4680-9169-3ac004a5be17 | a236c3c1-1915-466f-89b6-12deeca2658f | 3c3c9225-0681-4847-9c9c-ce705518bd51"
"tcga.gdc_file_size","numeric","other",FALSE,601,601,0,601,"5470588514 | 9617870166 | 4825936744 | 3475997943 | 4531432926"
"tcga.gdc_access","character","other",FALSE,601,601,0,1,"controlled"
"tcga.gdc_platform","character","other",FALSE,601,601,0,1,"Illumina HiSeq"
"tcga.gdc_state","character","other",FALSE,601,601,0,1,"live"
"tcga.gdc_type","character","other",FALSE,601,601,0,1,"file"
"tcga.gdc_file_state","logical","other",FALSE,601,0,601,0,""
"tcga.gdc_experimental_strategy","character","other",FALSE,601,601,0,1,"RNA-Seq"
"tcga.gdc_data_type","character","other",FALSE,601,601,0,1,"Unaligned reads"
"tcga.gdc_md5sum","character","other",FALSE,601,601,0,601,"b362566145aac52bfbb58c62e12aebd5 | d0dcd7039e2734040c3b212304105c5f | 6277020557e402ad6269177e93f89a37 | b2c55838d70c8031c0a3ee4c01e4bd93 | 18aee0ad6e3f177dd05e3010859f14fa"
"tcga.gdc_data_format","character","other",FALSE,601,601,0,1,"TARGZ"
"tcga.gdc_data_category","character","other",FALSE,601,601,0,1,"Raw sequencing data"
"tcga.gdc_center.code","integer","other",FALSE,601,601,0,1,"7"
"tcga.gdc_center.name","character","other",FALSE,601,601,0,1,"University of North Carolina"
"tcga.gdc_center.short_name","character","other",FALSE,601,601,0,1,"UNC"
"tcga.gdc_center.center_id","character","other",FALSE,601,601,0,1,"ee7a85b3-8177-5d60-a10c-51180eb9009c"
"tcga.gdc_center.namespace","character","other",FALSE,601,601,0,1,"unc.edu"
"tcga.gdc_center.center_type","character","other",FALSE,601,601,0,1,"CGCC"
"tcga.gdc_metadata_files.updated_datetime.analysis","character","other",FALSE,601,601,0,601,"2016-09-29T20:20:10.782174-05:00 | 2016-09-29T21:01:11.430551-05:00 | 2016-09-29T21:11:51.641166-05:00 | 2016-09-29T22:39:04.069685-05:00 | 2016-09-29T22:51:54.346400-05:00"
"tcga.gdc_metadata_files.created_datetime.analysis","character","other",FALSE,601,601,0,115,"2016-05-03T11:07:49.533403-05:00 | 2016-05-03T11:11:34.768699-05:00 | 2016-05-03T11:04:08.378765-05:00 | 2016-05-03T11:09:20.226196-05:00 | 2016-05-03T10:58:10.152442-05:00"
"tcga.gdc_metadata_files.file_name.analysis","character","other",FALSE,601,601,0,601,"59fa85b1-2916-44fe-8654-410e2c373fa5_analysis.xml | 0be8443a-c2a6-4ef4-aa74-360e57e2a722_analysis.xml | 01781e6e-9eca-4680-9169-3ac004a5be17_analysis.xml | a236c3c1-1915-466f-89b6-12deeca2658f_analysis.xml | 3c3c9225-0681-4847-9c9c-ce705518bd51_analysis.xml"
"tcga.gdc_metadata_files.md5sum.analysis","character","other",FALSE,601,601,0,601,"443777721f46ef0d7b4f74b2ae38156b | 0a4c069e026ae5e8355c201cdabd424a | 5df3a0413b91aa67634cdcd7558a4260 | 2188ff436c0552baf88d2867a94e75db | 0fe877f78ad51df2053bf087d9c7b3b6"
"tcga.gdc_metadata_files.data_format.analysis","character","other",FALSE,601,601,0,1,"SRA XML"
"tcga.gdc_metadata_files.access.analysis","character","other",FALSE,601,601,0,1,"open"
"tcga.gdc_metadata_files.file_id.analysis","character","other",FALSE,601,601,0,601,"6952258f-eba5-47fb-a26a-3e1530fd1ac8 | 82bb8cef-5a6f-4f25-82c7-cb4abfdc5a1a | 8976ebf3-1cca-43f5-ae66-af180841901d | bf66fffc-f85c-4aa8-92c9-391ea9e7e5e6 | c763cf91-b5ba-4237-817a-cdbcd2bf73db"
"tcga.gdc_metadata_files.data_category.analysis","character","other",FALSE,601,601,0,1,"Sequencing Data"
"tcga.gdc_metadata_files.file_size.analysis","integer","other",FALSE,601,601,0,8,"2122 | 2123 | 2124 | 2129 | 2121"
"tcga.gdc_metadata_files.file_state.analysis","character","other",FALSE,601,601,0,1,"submitted"
"tcga.gdc_metadata_files.updated_datetime.experiment","character","other",FALSE,601,601,0,601,"2016-09-29T22:48:57.813608-05:00 | 2016-08-13T03:38:43.207011-05:00 | 2016-09-29T22:29:22.167111-05:00 | 2016-08-26T02:11:06.016848-05:00 | 2016-09-29T20:49:34.820165-05:00"
"tcga.gdc_metadata_files.file_name.experiment","character","other",FALSE,601,601,0,601,"59fa85b1-2916-44fe-8654-410e2c373fa5_experiment.xml | 0be8443a-c2a6-4ef4-aa74-360e57e2a722_experiment.xml | 01781e6e-9eca-4680-9169-3ac004a5be17_experiment.xml | a236c3c1-1915-466f-89b6-12deeca2658f_experiment.xml | 3c3c9225-0681-4847-9c9c-ce705518bd51_experiment.xml"
"tcga.gdc_metadata_files.md5sum.experiment","character","other",FALSE,601,601,0,601,"f9104f2c7aa24a59d57c8cffac07d353 | f51bc08df8975fa0dc71afa91c1ec179 | b77a2bb58dd3ba9a80d447f57ca43746 | 883e731200e55e9e52f7335e1099334b | 7208faba793ea3909c804784aaf4d07d"
"tcga.gdc_metadata_files.file_id.experiment","character","other",FALSE,601,601,0,601,"c58a79f7-4ca8-40f8-8c99-7aa2156b7b03 | 38dbb6c3-ca82-4e5a-ac7e-b484c0724fd7 | b958bd0e-0244-4b97-872a-49f9a6583cf2 | d9023e28-55ef-42d2-b78e-a2f785adc76b | 7b7334d3-3369-4a12-8351-6f1aefc1dd45"
"tcga.gdc_metadata_files.file_size.experiment","integer","other",FALSE,601,601,0,6,"2431 | 2430 | 2600 | 2628 | 2884"
"tcga.gdc_metadata_files.updated_datetime.run","character","other",FALSE,601,601,0,601,"2016-09-29T21:52:28.728528-05:00 | 2016-09-29T23:53:28.412178-05:00 | 2016-09-29T19:37:18.647719-05:00 | 2016-09-29T22:38:19.924074-05:00 | 2016-09-29T19:53:41.341533-05:00"
"tcga.gdc_metadata_files.file_name.run","character","other",FALSE,601,601,0,601,"59fa85b1-2916-44fe-8654-410e2c373fa5_run.xml | 0be8443a-c2a6-4ef4-aa74-360e57e2a722_run.xml | 01781e6e-9eca-4680-9169-3ac004a5be17_run.xml | a236c3c1-1915-466f-89b6-12deeca2658f_run.xml | 3c3c9225-0681-4847-9c9c-ce705518bd51_run.xml"
"tcga.gdc_metadata_files.md5sum.run","character","other",FALSE,601,601,0,601,"8106f167e8fc25c7bd739b60313de8f5 | 7834ec9856f6e25edadadc1a68ebd5fd | fad14aa42047bdbab6e4bab0dc6ca866 | 3ee72e2d1105c8127ba94b0cf346e3b8 | 7140b87f6707ae4a3ed171ff17402af5"
"tcga.gdc_metadata_files.file_id.run","character","other",FALSE,601,601,0,601,"a2a31048-ff72-49ba-85fa-1056855e00b4 | eda99a12-9115-4e7a-9c77-3fc964143636 | 4f1217d6-55df-499a-b484-bb34442d2b85 | beeedad9-265b-4567-b654-2927e83cba7d | 59483603-6294-4189-9826-cca15e2c482d"
"tcga.gdc_metadata_files.file_size.run","integer","other",FALSE,601,601,0,4,"354 | 352 | 343 | 355"
"tcga.gdc_cases.updated_datetime","character","other",FALSE,601,601,0,517,"2016-09-08T13:14:33.858907-05:00 | 2016-09-08T14:05:29.735349-05:00 | 2016-09-08T13:28:30.422740-05:00 | 2016-09-08T13:06:41.714308-05:00 | 2016-09-08T13:10:15.099802-05:00"
"tcga.gdc_cases.submitter_id","character","other",FALSE,601,601,0,517,"TCGA-55-7911 | TCGA-44-2656 | TCGA-44-2657 | TCGA-44-5644 | TCGA-55-8616"
"tcga.gdc_cases.demographic.updated_datetime","character","other",FALSE,601,601,0,517,"2016-09-02T19:06:55.342113-05:00 | 2016-09-02T19:07:08.689235-05:00 | 2016-09-02T19:14:19.620550-05:00 | 2016-09-02T19:08:03.434427-05:00 | 2016-09-02T19:04:52.606165-05:00"
"tcga.gdc_cases.demographic.gender","character","other",FALSE,601,601,0,2,"female | male"
"tcga.gdc_cases.demographic.submitter_id","character","other",FALSE,601,601,0,517,"TCGA-55-7911_demographic | TCGA-44-2656_demographic | TCGA-44-2657_demographic | TCGA-44-5644_demographic | TCGA-55-8616_demographic"
"tcga.gdc_cases.demographic.year_of_birth","integer","other",FALSE,601,582,19,55,"1941 | 1950 | 1935 | 1959 | 1954"
"tcga.gdc_cases.demographic.race","character","other",FALSE,601,601,0,5,"white | not reported | black or african american | asian | american indian or alaska native"
"tcga.gdc_cases.demographic.demographic_id","character","other",FALSE,601,601,0,517,"80d045b9-bfcd-5500-8814-6356d1a9afc0 | d118d77d-b3f5-592d-be04-d4b229010e91 | f9ecfdd0-5d6f-5f0a-a990-b7d5167143b5 | 2c838b0d-8ec3-5287-9e96-8754af942186 | 09082c79-2303-5525-86d6-f963477b4828"
"tcga.gdc_cases.demographic.ethnicity","character","other",FALSE,601,601,0,3,"not hispanic or latino | not reported | hispanic or latino"
"tcga.gdc_cases.demographic.year_of_death","integer","other",FALSE,601,146,455,18,"2009 | 2007 | 2006 | 1998 | 2002"
"tcga.gdc_cases.project.program.dbgap_accession_number","character","other",FALSE,601,601,0,1,"phs000178"
"tcga.gdc_cases.project.program.name","character","other",FALSE,601,601,0,1,"TCGA"
"tcga.gdc_cases.project.program.program_id","character","other",FALSE,601,601,0,1,"b80aa962-9650-5110-b3eb-bd087da808db"
"tcga.gdc_cases.tissue_source_site.project","character","other",FALSE,601,601,0,1,"Lung adenocarcinoma"
"tcga.gdc_cases.tissue_source_site.bcr_id","character","other",FALSE,601,601,0,2,"IGC | NCH"
"tcga.gdc_cases.tissue_source_site.code","character","other",FALSE,601,601,0,33,"55 | 44 | 91 | L9 | 80"
"tcga.gdc_cases.tissue_source_site.tissue_source_site_id","character","other",FALSE,601,601,0,33,"0dccbfb8-2c53-5716-8631-109ce36081d4 | 8a2f99e1-2b8a-51d6-a834-0aec29d3e323 | e7589539-866f-5c7f-85db-534b12f5c555 | 0c7fb18c-c292-54bc-b84c-e09864e83382 | 97a25fa9-3330-5402-8b61-ea126cc4f4fa"
"tcga.gdc_cases.tissue_source_site.name","character","other",FALSE,601,601,0,33,"International Genomics Consortium | Christiana Healthcare | ABS - IUPUI | Candler | Ontario Institute for Cancer Research (OICR)/Ottawa"
"tcga.gdc_cases.diagnoses.classification_of_tumor","character","other",FALSE,601,601,0,1,"not reported"
"tcga.gdc_cases.diagnoses.primary_diagnosis","character","other",FALSE,601,601,0,7,"c34.2 | c34.1 | c34.3 | c34.30 | c34.8"
"tcga.gdc_cases.diagnoses.submitter_id","character","other",FALSE,601,601,0,517,"TCGA-55-7911_diagnosis | TCGA-44-2656_diagnosis | TCGA-44-2657_diagnosis | TCGA-44-5644_diagnosis | TCGA-55-8616_diagnosis"
"tcga.gdc_cases.diagnoses.tumor_stage","character","other",FALSE,601,601,0,10,"stage ia | stage ib | stage iia | stage iib | stage iiia"
"tcga.gdc_cases.diagnoses.age_at_diagnosis","integer","other",FALSE,601,563,38,475,"25746 | 21766 | 27298 | 18644 | 21225"
"tcga.gdc_cases.diagnoses.vital_status","character","other",FALSE,601,601,0,2,"alive | dead"
"tcga.gdc_cases.diagnoses.morphology","character","other",FALSE,601,601,0,12,"8140/3 | 8230/3 | 8260/3 | 8255/3 | 8252/3"
"tcga.gdc_cases.diagnoses.days_to_death","integer","other",FALSE,601,215,386,175,"3361 | 1499 | 701 | 2318 | 586"
"tcga.gdc_cases.diagnoses.days_to_last_follow_up","integer","other",FALSE,601,457,144,331,"537 | 1429 | 1351 | 863 | 48"
"tcga.gdc_cases.diagnoses.diagnosis_id","character","other",FALSE,601,601,0,517,"226630d6-0bc6-5f1c-aa96-72d26c65c7a7 | 6737f52c-ac28-5c60-aa8c-b1deca5eb3a0 | 7982fa01-64e5-508d-9bc7-fa962a4d4b47 | a584fdee-e0b5-5dc5-8e46-5129d9ea5f02 | 314c85df-99b5-51e1-b766-66c7087b189e"
"tcga.gdc_cases.diagnoses.tissue_or_organ_of_origin","character","other",FALSE,601,601,0,6,"c34.2 | c34.1 | c34.3 | c34.9 | c34.8"
"tcga.gdc_cases.diagnoses.days_to_birth","integer","other",FALSE,601,563,38,475,"-25746 | -21766 | -27298 | -18644 | -21225"
"tcga.gdc_cases.diagnoses.treatments.submitter_id","character","other",FALSE,601,601,0,517,"TCGA-55-7911_treatment | TCGA-44-2656_treatment | TCGA-44-2657_treatment | TCGA-44-5644_treatment | TCGA-55-8616_treatment"
"tcga.gdc_cases.diagnoses.treatments.treatment_id","character","other",FALSE,601,601,0,517,"05857150-a29f-58d5-9dc1-447e359d06ff | 36b11917-8664-5db0-816f-b6d636da7624 | 93d097b5-0fb6-59f1-98dd-b719b1b69091 | c9c4ecc6-c295-5850-9ca8-9bb731e19c8d | 11da1884-187c-5f8e-b3ac-ad884ea78c81"
"tcga.gdc_cases.samples.sample_type_id","integer","sample",TRUE,601,601,0,3,"1 | 11 | 2"
"tcga.gdc_cases.samples.oct_embedded","character","sample",TRUE,601,122,479,2,"false | true"
"tcga.gdc_cases.samples.submitter_id","character","sample",TRUE,601,601,0,589,"TCGA-55-7911-01A | TCGA-44-2656-01A | TCGA-44-2657-11A | TCGA-44-5644-01A | TCGA-55-8616-01A"
"tcga.gdc_cases.samples.intermediate_dimension","numeric","sample",TRUE,601,476,125,19,"0.5 | 0.8 | 0.6 | 1 | 0.4"
"tcga.gdc_cases.samples.sample_id","character","sample",TRUE,601,601,0,589,"49cf5040-2d73-4538-8825-7fba37379289 | 5593f581-3d45-4a4a-a525-bfae1f4753a0 | e443f8b9-d975-4e40-bb62-af4380ceb520 | 597d38ff-839c-4fe3-b889-efd0f680b715 | 2f073ffa-787e-4657-b1cd-d2db4865c809"
"tcga.gdc_cases.samples.is_ffpe","logical","ffpe",TRUE,601,601,0,2,"FALSE | TRUE"
"tcga.gdc_cases.samples.pathology_report_uuid","character","sample",TRUE,601,542,59,517,"0c8ea3a9-23b7-4c43-8972-3660048b8537 | 3c7e7f0d-f1b6-42cf-895e-df6cc52f4c2a | 041e212a-2fdd-42af-9326-9fb5fef07126 | 4506aced-56d2-4297-9a5c-40539f20be87 | 6C586925-8FAC-4A75-8A67-574B24B9D0BA"
"tcga.gdc_cases.samples.sample_type","character","sample",TRUE,601,601,0,3,"Primary Tumor | Solid Tissue Normal | Recurrent Tumor"
"tcga.gdc_cases.samples.shortest_dimension","numeric","sample",TRUE,601,476,125,10,"0.4 | 0.5 | 0.2 | 0.6 | 0.1"
"tcga.gdc_cases.samples.days_to_collection","integer","sample",TRUE,601,122,479,115,"225 | 8 | 90 | 130 | 1691"
"tcga.gdc_cases.samples.initial_weight","integer","sample",TRUE,601,129,472,41,"50 | 280 | 150 | 580 | 140"
"tcga.gdc_cases.samples.longest_dimension","numeric","sample",TRUE,601,476,125,30,"0.8 | 1.6 | 1 | 0.5 | 1.4"
"tcga.gdc_cases.samples.portions.creation_datetime","integer","portion",TRUE,601,601,0,155,"1325635200 | 1262131200 | 1292457600 | 1312156800 | 1343779200"
"tcga.gdc_cases.samples.portions.portion_number","integer","portion",TRUE,601,601,0,15,"11 | 2 | 1 | 21 | 31"
"tcga.gdc_cases.samples.portions.weight","integer","portion",TRUE,601,596,5,106,"38 | 113 | 69 | 40 | 32"
"tcga.gdc_cases.samples.portions.submitter_id","character","portion",TRUE,601,601,0,589,"TCGA-55-7911-01A-11 | TCGA-44-2656-01A-02 | TCGA-44-2657-11A-01 | TCGA-44-5644-01A-21 | TCGA-55-8616-01A-11"
"tcga.gdc_cases.samples.portions.portion_id","character","portion",TRUE,601,601,0,589,"af4d74e6-b7c1-4aa8-870b-2513c61e055f | 6290eb0f-7ecb-4af6-8491-887ec56911d5 | 20d2aeba-0c87-43a7-8c03-9ea8d7e20a9b | 7e2359e2-9343-46c5-8f13-560b9ef1bf3b | 15230caa-7142-4dac-83cc-ce9083a64a1d"
"tcga.gdc_cases.samples.portions.analytes.analyte_type","character","analyte",TRUE,601,601,0,1,"RNA"
"tcga.gdc_cases.samples.portions.analytes.submitter_id","character","analyte",TRUE,601,601,0,589,"TCGA-55-7911-01A-11R | TCGA-44-2656-01A-02R | TCGA-44-2657-11A-01R | TCGA-44-5644-01A-21R | TCGA-55-8616-01A-11R"
"tcga.gdc_cases.samples.portions.analytes.analyte_id","character","analyte",TRUE,601,601,0,589,"c5f11ae7-b37a-4171-a6ff-e2ed23ca0ef4 | a8463ad6-6ffd-4a8f-88f8-a6ca48389cae | ac17a6ee-7118-45cb-b98a-39df0ce90ffa | 61b1898f-39da-4be2-af7e-c9f36f3e66d7 | 337c5f30-a1d6-41ea-8f4e-f817309d5d99"
"tcga.gdc_cases.samples.portions.analytes.a260_a280_ratio","numeric","analyte",TRUE,601,418,183,36,"1.8 | 1.74 | 2.11 | 1.6 | 1.7"
"tcga.gdc_cases.samples.portions.analytes.concentration","numeric","analyte",TRUE,601,601,0,7,"0.15 | 0.13 | 0.16 | 0.14 | 0.17"
"tcga.gdc_cases.samples.portions.analytes.spectrophotometer_method","character","analyte",TRUE,601,601,0,1,"UV Spec"
"tcga.gdc_cases.samples.portions.analytes.analyte_type_id","character","analyte",TRUE,601,601,0,1,"R"
"tcga.gdc_cases.samples.portions.analytes.aliquots.source_center","integer","aliquot",TRUE,601,601,0,2,"22 | 23"
"tcga.gdc_cases.samples.portions.analytes.aliquots.submitter_id","character","aliquot",TRUE,601,601,0,600,"TCGA-55-7911-01A-11R-2170-07 | TCGA-44-2656-01A-02R-0946-07 | TCGA-44-2657-11A-01R-1758-07 | TCGA-44-5644-01A-21R-2039-07 | TCGA-55-8616-01A-11R-2403-07"
"tcga.gdc_cases.samples.portions.analytes.aliquots.aliquot_id","character","aliquot",TRUE,601,601,0,600,"9142e848-c5cb-41c1-b80f-5f7674f9a1cb | 7b9dc578-8869-4322-a705-bfb9942d9b65 | ca16fef9-9795-4a33-899f-9bf111ee093e | 44205bf0-b593-4c0d-9aeb-4e604314e10f | 78dd0304-d459-4d26-b0ba-39a8078c59d0"
"tcga.gdc_cases.samples.portions.analytes.aliquots.concentration","numeric","aliquot",TRUE,601,601,0,7,"0.15 | 0.13 | 0.16 | 0.14 | 0.17"
"tcga.gdc_cases.samples.portions.annotations.category","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.status","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.classification","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.updated_datetime","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.created_datetime","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.notes","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.submitter_id","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.portions.annotations.annotation_id","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.category","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.status","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.classification","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.updated_datetime","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.created_datetime","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.notes","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.submitter_id","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.samples.annotations.annotation_id","logical","annotation",TRUE,601,0,601,0,""
"tcga.gdc_cases.exposures.cigarettes_per_day","numeric","other",FALSE,601,404,197,94,"5.26027397260274 | 1.26027397260274 | 1.36986301369863 | 0.958904109589041 | 1.64383561643836"
"tcga.gdc_cases.exposures.weight","logical","other",FALSE,601,0,601,0,""
"tcga.gdc_cases.exposures.alcohol_history","logical","other",FALSE,601,0,601,0,""
"tcga.gdc_cases.exposures.bmi","logical","other",FALSE,601,0,601,0,""
"tcga.gdc_cases.exposures.years_smoked","integer","other",FALSE,601,224,377,49,"22 | 15 | 47 | 25 | 20"
"tcga.gdc_cases.exposures.height","logical","other",FALSE,601,0,601,0,""
"tcga.gdc_cases.exposures.exposure_id","character","other",FALSE,601,601,0,517,"725423b7-9acb-5e73-b8ec-50caed5c243e | ed8b7fe8-02cf-5895-8986-9759190cd5c7 | 51a5b058-8e1f-5b50-a568-798c72fe813b | a0a25f0d-2081-5cb0-b43b-dd7102d7e30f | e4e2a3a2-7ecc-5e71-bae7-c533ef60c5c6"
"tcga.gdc_cases.exposures.submitter_id","character","other",FALSE,601,601,0,517,"TCGA-55-7911_exposure | TCGA-44-2656_exposure | TCGA-44-2657_exposure | TCGA-44-5644_exposure | TCGA-55-8616_exposure"
"tcga.gdc_associated_entities.entity_type","character","other",FALSE,601,601,0,1,"aliquot"
"tcga.cgc_filename","character","other",FALSE,601,601,0,601,"UNCID_2193443.9142e848-c5cb-41c1-b80f-5f7674f9a1cb.120402_UNC9-SN296_0290_BC0M6TACXX_3_CAGATC.tar.gz | UNCID_2200469.7b9dc578-8869-4322-a705-bfb9942d9b65.111130_UNC10-SN254_0310_BC06BYACXX_5_GATCAG.tar.gz | UNCID_2187834.ca16fef9-9795-4a33-899f-9bf111ee093e.120723_UNC10-SN254_0372_AC0T70ACXX_7_GATCAG.tar.gz | UNCID_2198905.44205bf0-b593-4c0d-9aeb-4e604314e10f.120109_UNC15-SN850_0161_AD0J66ACXX_6_CTTGTA.tar.gz | UNCID_2182185.78dd0304-d459-4d26-b0ba-39a8078c59d0.130225_UNC12-SN629_0259_BD1TW9ACXX_6_CTTGTA.tar.gz"
"tcga.cgc_file_upload_date","character","other",FALSE,601,601,0,592,"2013-09-22T14:37:04.000Z | 2013-09-26T23:36:05.000Z | 2013-09-18T04:13:04.000Z | 2013-09-24T17:31:04.000Z | 2013-09-13T11:21:04.000Z"
"tcga.cgc_file_last_modified_date","character","other",FALSE,601,601,0,579,"2013-09-22T14:56:01.000Z | 2013-09-27T02:55:01.000Z | 2013-09-18T05:18:01.000Z | 2013-09-24T17:44:02.000Z | 2013-09-13T11:35:02.000Z"
"tcga.cgc_file_submitter_id","character","other",FALSE,601,601,0,601,"59FA85B1-2916-44FE-8654-410E2C373FA5 | 0BE8443A-C2A6-4EF4-AA74-360E57E2A722 | 01781E6E-9ECA-4680-9169-3AC004A5BE17 | A236C3C1-1915-466F-89B6-12DEECA2658F | 3C3C9225-0681-4847-9C9C-CE705518BD51"
"tcga.cgc_file_sample","character","sample",TRUE,601,601,0,589,"49CF5040-2D73-4538-8825-7FBA37379289 | 5593F581-3D45-4A4A-A525-BFAE1F4753A0 | E443F8B9-D975-4E40-BB62-AF4380CEB520 | 597D38FF-839C-4FE3-B889-EFD0F680B715 | 2F073FFA-787E-4657-B1CD-D2DB4865C809"
"tcga.cgc_file_data_subtype","character","other",FALSE,601,601,0,1,"Unaligned reads"
"tcga.cgc_file_size","numeric","other",FALSE,601,601,0,601,"5470588514 | 9617870166 | 4825936744 | 3475997943 | 4531432926"
"tcga.cgc_file_access_level","character","other",FALSE,601,601,0,1,"Controlled"
"tcga.cgc_file_platform","character","other",FALSE,601,601,0,1,"Illumina HiSeq"
"tcga.cgc_file_investigation","character","other",FALSE,601,601,0,1,"TCGA-LUAD"
"tcga.cgc_file_experimental_strategy","character","other",FALSE,601,601,0,1,"RNA-Seq"
"tcga.cgc_file_data_type","character","other",FALSE,601,601,0,1,"Raw sequencing data"
"tcga.cgc_file_aliquot","character","aliquot",TRUE,601,601,0,600,"9142E848-C5CB-41C1-B80F-5F7674F9A1CB | 7B9DC578-8869-4322-A705-BFB9942D9B65 | CA16FEF9-9795-4A33-899F-9BF111EE093E | 44205BF0-B593-4C0D-9AEB-4E604314E10F | 78DD0304-D459-4D26-B0BA-39A8078C59D0"
"tcga.cgc_file_data_submitting_center","character","other",FALSE,601,601,0,1,"University of North Carolina"
"tcga.cgc_file_file_id","character","other",FALSE,601,601,0,601,"564a4021e4b0ef12181bf5a9 | 564a3ab9e4b093830b690cd9 | 564a3c01e4b08c5d8691b46b | 564a579fe4b093830b6bc0d7 | 564a39f4e4b08c5d86910ca3"
