"field_name","R_class","audit_category","relevant_to_replicate_ffpe_audit","n_records","n_nonmissing","n_missing","n_unique_nonmissing","example_values"
"tcga.xml_asbestos_exposure_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_asbestos_exposure_source","logical","other",FALSE,601,0,601,0,""
"tcga.xml_asbestos_exposure_age","logical","other",FALSE,601,0,601,0,""
"tcga.xml_asbestos_exposure_years","logical","other",FALSE,601,0,601,0,""
"tcga.xml_asbestos_exposure_age_last","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_occupation","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_occupation_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_person_occupation_years_number","logical","other",FALSE,601,0,601,0,""
"tcga.xml_blood_relative_cancer_history_list","logical","other",FALSE,601,0,601,0,""
"tcga.xml_karnofsky_performance_score","integer","other",FALSE,601,101,500,7,"90 | 60 | 80 | 70 | 0"
"tcga.xml_eastern_cancer_oncology_group","integer","other",FALSE,601,239,362,4,"0 | 1 | 2 | 3"
"tcga.xml_performance_status_scale_timing","character","other",FALSE,601,252,349,4,"Pre-Adjuvant Therapy | Preoperative | Other | Post-Adjuvant Therapy"
"tcga.xml_primary_pathology_tumor_tissue_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_laterality","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_serum_mesothelin_prior_tx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_serum_mesothelin_lower_limit","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_serum_mesothelin_upper_limit","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_creatinine_prior_tx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_creatinine_norm_range_lower","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_creatinine_norm_range_upper","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_suv_of_pleura_max","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_mesothelioma_detection_method","logical","other",FALSE,601,0,601,0,""
"tcga.xml_prior_glioma","logical","other",FALSE,601,0,601,0,""
"tcga.xml_laterality","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lactate_dehydrogenase_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_serum_calcium_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_hemoglobin_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_platelet_qualitative_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_white_cell_count_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_erythrocyte_sedimentation_rate_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_lymphnodes_positive","logical","other",FALSE,601,0,601,0,""
"tcga.xml_mitotane_therapy","logical","other",FALSE,601,0,601,0,""
"tcga.xml_mitotane_therapy_adjuvant_setting","logical","other",FALSE,601,0,601,0,""
"tcga.xml_therapeutic_mitotane_levels_achieved","logical","other",FALSE,601,0,601,0,""
"tcga.xml_therapeutic_mitotane_lvl_recurrence","logical","other",FALSE,601,0,601,0,""
"tcga.xml_mitotane_therapy_for_macroscopic_residual_disease","logical","other",FALSE,601,0,601,0,""
"tcga.xml_therapeutic_mitotane_lvl_macroscopic_residual","logical","other",FALSE,601,0,601,0,""
"tcga.xml_therapeutic_mitotane_lvl_progression","logical","other",FALSE,601,0,601,0,""
"tcga.xml_post_surgical_procedure_assessment_thyroid_gland_carcinoma_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_ct_scan","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_ct_scan_findings","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_primary_lymph_node_presentation_assessment","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_lymph_node_examined_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_number_of_lymphnodes_positive_by_he","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_weiss_assessment_report","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_mitoses_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_metastatic_neoplasm_confirmed_diagnosis_method_names","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_metastatic_neoplasm_initial_diagnosis_anatomic_sites","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_excess_adrenal_hormone_history_types","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_germline_genotype_testing_report","logical","other",FALSE,601,0,601,0,""
"tcga.xml_menopause_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_birth_control_pill_history_usage_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_successful_pregnancies_which_resulted_in_at_least_1_live_birth","logical","other",FALSE,601,0,601,0,""
"tcga.xml_patient_pregnancy_spontaneous_abortion_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_patient_pregnancy_therapeutic_abortion_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_ectopic_pregnancy_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pregnancy_stillbirth_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_female_breast_feeding_or_pregnancy_status_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_total_number_of_pregnancies","logical","other",FALSE,601,0,601,0,""
"tcga.xml_age_began_smoking_in_years","logical","other",FALSE,601,0,601,0,""
"tcga.xml_patient_history_immune_system_and_related_disorders_names","logical","other",FALSE,601,0,601,0,""
"tcga.xml_patient_history_immune_system_and_related_disorders_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_assessment_timepoint_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_performance_status_assessment","logical","other",FALSE,601,0,601,0,""
"tcga.xml_tumor_response_cdus_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_keratinizing_squamous_cell_carcinoma_present_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lymph_node_location_positive_pathology_names","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lymph_node_location_positive_pathology_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_hysterectomy_performed_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_hysterectomy_performed_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_cervical_neoplasm_pathologic_margin_involved_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_cervical_neoplasm_pathologic_margin_involved_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_cervical_carcinoma_pelvic_extension_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lymphovascular_invasion_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_cervical_carcinoma_corpus_uteri_involvement_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_fdg_or_ct_pet_performed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_standardized_uptake_value_cervix_uteri_assessment_measurement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_fdg_or_ct_pet_performed_outcomes","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_diagnostic_mri_performed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_diagnostic_mri_result_outcomes","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_diagnostic_computed_tomography_performed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_diagnostic_ct_result_outcomes","logical","other",FALSE,601,0,601,0,""
"tcga.xml_human_papillomavirus_types","logical","other",FALSE,601,0,601,0,""
"tcga.xml_human_papillomavirus_other_type_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_human_papillomavirus_laboratory_procedure_performed_name","logical","other",FALSE,601,0,601,0,""
"tcga.xml_human_papillomavirus_laboratory_procedure_performed_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_oligonucleotide_primer_pair_laboratory_procedure_performed_name","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pregnant_at_diagnosis","logical","other",FALSE,601,0,601,0,""
"tcga.xml_treatment","logical","other",FALSE,601,0,601,0,""
"tcga.xml_er_detection_method_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pgr_detection_method_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_anatomic_neoplasm_subdivisions","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_neu_chromosone_17_signal_ratio_value","logical","other",FALSE,601,0,601,0,""
"tcga.xml_axillary_lymph_node_stage_method_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_axillary_lymph_node_stage_other_method_descriptive_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_surgical_procedure_name","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_neoplasm_other_surgical_procedure_descriptive_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_primary_surgical_procedure_name","logical","other",FALSE,601,0,601,0,""
"tcga.xml_surgical_procedure_purpose_other_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_progesterone_receptor_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_cytokeratin_immunohistochemistry_staining_method_micrometastasis_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_immunohistochemistry_er_pos_finding_scale","logical","other",FALSE,601,0,601,0,""
"tcga.xml_immunohistochemistry_positive_cell_score","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_immunohistochemistry_level_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_cancer_surgery_margin_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_margin_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lab_procedure_her2_neu_in_situ_hybrid_outcome_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_estrogen_receptor_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lab_proc_her2_neu_immunohistochemistry_receptor_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pos_finding_progesterone_receptor_other_measurement_scale_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_positive_finding_estrogen_receptor_other_measurement_scale_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_erbb_pos_finding_cell_percent_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_pos_finding_her2_erbb2_other_measurement_scale_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_erbb_method_calculation_method_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_neu_and_centromere_17_copy_number_analysis_input_total_number_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_and_centromere_17_positive_finding_other_measurement_scale_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_erbb_pos_finding_fluorescence_in_situ_hybridization_calculation_method_text","logical","other",FALSE,601,0,601,0,""
"tcga.xml_fluorescence_in_situ_hybridization_diagnostic_procedure_chromosome_17_signal_result_range","logical","other",FALSE,601,0,601,0,""
"tcga.xml_first_nonlymph_node_metastasis_anatomic_sites","logical","other",FALSE,601,0,601,0,""
"tcga.xml_er_level_cell_percentage_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_progesterone_receptor_level_cell_percent_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_distant_metastasis_present_ind2","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_estrogen_receptor_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_estrogen_receptor_level_cell_percent_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_immunohistochemistry_er_pos_cell_score","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_progesterone_receptor_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_lab_proc_her2_neu_immunohistochemistry_receptor_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_progesterone_receptor_level_cell_percent_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_immunohistochemistry_pr_pos_cell_score","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_her2_erbb_pos_finding_cell_percent_category","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_erbb2_immunohistochemistry_level_result","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_lab_proc_her2_neu_in_situ_hybridization_outcome_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_metastatic_breast_carcinoma_her2_neu_chromosone_17_signal_ratio_value","logical","other",FALSE,601,0,601,0,""
"tcga.xml_her2_neu_breast_carcinoma_copy_analysis_input_total_number","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_immunohistochemistry_progesterone_receptor_pos_finding_scale","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breast_carcinoma_immunohistochemistry_pos_cell_score","logical","other",FALSE,601,0,601,0,""
"tcga.xml_country_of_birth","logical","other",FALSE,601,0,601,0,""
"tcga.xml_country_of_procurement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_state_province_of_procurement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_city_of_procurement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_reflux_history","logical","other",FALSE,601,0,601,0,""
"tcga.xml_antireflux_treatment_types","logical","other",FALSE,601,0,601,0,""
"tcga.xml_h_pylori_infection","logical","other",FALSE,601,0,601,0,""
"tcga.xml_initial_diagnosis_by","logical","other",FALSE,601,0,601,0,""
"tcga.xml_barretts_esophagus","logical","other",FALSE,601,0,601,0,""
"tcga.xml_goblet_cells_present","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_of_esophageal_cancer","logical","other",FALSE,601,0,601,0,""
"tcga.xml_number_of_relatives_diagnosed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_esophageal_tumor_cental_location","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_esophageal_tumor_involvement_sites","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_columnar_metaplasia_present","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_columnar_mucosa_goblet_cell_present","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_columnar_mucosa_dysplasia","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_neoplasm_histologic_grade","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_initial_pathologic_diagnosis_method","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_init_pathology_dx_method_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_lymph_node_metastasis_radiographic_evidence","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_number_of_lymphnodes_positive_by_ihc","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_planned_surgery_status","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_treatment_prior_to_surgery","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_karnofsky_performance_score","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_eastern_cancer_oncology_group","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_radiation_therapy","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_postoperative_rx_tx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_of_disease","logical","other",FALSE,601,0,601,0,""
"tcga.xml_tests_performed","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_follicular_percent","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_lymph_node_involvement_sites","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_extranodal_involvment_site_other","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_extranodal_sites_involvement_number","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_maximum_tumor_dimension","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_maximum_tumor_bulk_anatomic_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_bone_marrow_biopsy_done","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_bone_marrow_involvement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_bone_marrow_sample_histology","logical","sample",TRUE,601,0,601,0,""
"tcga.xml_presence_of_sarcomatoid_features","logical","other",FALSE,601,0,601,0,""
"tcga.xml_percent_tumor_sarcomatoid","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_pheo_or_para_include_benign","logical","other",FALSE,601,0,601,0,""
"tcga.xml_history_pheo_or_para_anatomic_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_outside_adrenal","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_disease_detected_on_screening","logical","other",FALSE,601,0,601,0,""
"tcga.xml_eye_color","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_tissue_site_list","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_morphology_list","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_cytogenetic_abnormality_list","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_gene_expression_profile_list","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_extravascular_matrix_patterns","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_infiltrating_lymphocytes","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_infiltrating_macrophages","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_basal_diameter","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_basal_diameter_mx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_thickness","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_thickness_measurement","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_extrascleral_extension","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_extranocular_nodule_size","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_tumor_shape_pathologic_clinical","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_metastatic_site_list","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_pathology_other_metastatic_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_primary_neoplasm_melanoma_dx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_sites_of_primary_melanomas","logical","other",FALSE,601,0,601,0,""
"tcga.xml_breslow_depth_value","logical","other",FALSE,601,0,601,0,""
"tcga.xml_melanoma_clark_level_value","logical","other",FALSE,601,0,601,0,""
"tcga.xml_melanoma_ulceration_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_malignant_neoplasm_mitotic_count_rate","logical","other",FALSE,601,0,601,0,""
"tcga.xml_days_to_submitted_specimen_dx","logical","other",FALSE,601,0,601,0,""
"tcga.xml_distant_metastasis_anatomic_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_melanoma_origin_skin_anatomic_site","logical","other",FALSE,601,0,601,0,""
"tcga.xml_prior_systemic_therapy_types","logical","other",FALSE,601,0,601,0,""
"tcga.xml_interferon_90_day_prior_excision_admin_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_leukemia_specimen_cell_source_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_cumulative_agent_total_dose","logical","other",FALSE,601,0,601,0,""
"tcga.xml_prior_hematologic_disorder_diagnosis_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_total_dose_units","logical","other",FALSE,601,0,601,0,""
"tcga.xml_hydroxyurea_agent_administered_day_count","logical","other",FALSE,601,0,601,0,""
"tcga.xml_hydroxyurea_administration_prior_registration_clinical_study_indicator","logical","other",FALSE,601,0,601,0,""
"tcga.xml_atra_exposure","logical","other",FALSE,601,0,601,0,""
"tcga.xml_steroid_therapy_administered","logical","other",FALSE,601,0,601,0,""
"tcga.xml_person_history_nonmedical_leukemia_causing_agent_type","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lab_procedure_blast_cell_outcome_percentage_value","logical","other",FALSE,601,0,601,0,""
"tcga.xml_leukemia_french_american_british_morphology_code","logical","other",FALSE,601,0,601,0,""
"tcga.xml_immunophenotype_cytochemistry_testing_results","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lab_procedure_bone_marrow_cellularity_outcome_percent_value","logical","other",FALSE,601,0,601,0,""
"tcga.xml_lab_procedure_leukocyte_result_unspecified_value","logical","other",FALSE,601,0,601,0,""
