EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,tractability_retrieval_status,tractability_record_count,tractability_true_assessment_count,tractability_true_SM_count,tractability_true_AB_count,tractability_true_PR_count,tractability_true_OC_count,tractability_true_assessment_ids_by_modality_json,safety_retrieval_status,safety_liability_record_count,source_name,source_release
ENSG00000186493.11,ENSG00000186493,C5orf38,protein_coding,TRUE,ENSG00000186493,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000261934.2,ENSG00000261934,PCDHGA9,protein_coding,TRUE,ENSG00000261934,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000253102.1,ENSG00000253102,RP1-117B12.4,antisense,TRUE,ENSG00000253102,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000099139.13,ENSG00000099139,PCSK5,protein_coding,TRUE,ENSG00000099139,TRACTABILITY_RECORD_PRESENT,28,6,1,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Small Molecule Binder""],""SM"":[""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000272593.1,ENSG00000272593,RP11-339B21.11,lincRNA,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000169972.11,ENSG00000169972,PUSL1,protein_coding,TRUE,ENSG00000169972,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000120253.13,ENSG00000120253,NUP43,protein_coding,TRUE,ENSG00000120253,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000253485.2,ENSG00000253485,PCDHGA5,protein_coding,TRUE,ENSG00000253485,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000280087.1,ENSG00000280087,CTB-129P6.7,TEC,TRUE,ENSG00000280087,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000254245.2,ENSG00000254245,PCDHGA3,protein_coding,TRUE,ENSG00000254245,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000117153.15,ENSG00000117153,KLHL12,protein_coding,TRUE,ENSG00000117153,TRACTABILITY_RECORD_PRESENT,28,4,2,0,2,0,"{""PR"":[""Database Ubiquitination"",""UniProt Ubiquitination""],""SM"":[""Druggable Family"",""Med-Quality Pocket""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000275859.1,ENSG00000275859,MIR6720,miRNA,TRUE,ENSG00000275859,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000254333.1,ENSG00000254333,NDST1-AS1,lincRNA,TRUE,ENSG00000254333,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000163950.12,ENSG00000163950,SLBP,protein_coding,TRUE,ENSG00000163950,TRACTABILITY_RECORD_PRESENT,28,3,0,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000223561.6,ENSG00000223561,AC003090.1,lincRNA,TRUE,ENSG00000223561,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000167193.7,ENSG00000167193,CRK,protein_coding,FALSE,ENSG00000167193,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""Human Protein Atlas loc"",""UniProt loc med conf""],""PR"":[""Half-life Data"",""Small Molecule Binder""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000273472.1,ENSG00000273472,RP11-102N12.3,lincRNA,TRUE,ENSG00000273472,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000152642.10,ENSG00000152642,GPD1L,protein_coding,TRUE,ENSG00000152642,TRACTABILITY_RECORD_PRESENT,28,5,2,1,2,0,"{""AB"":[""GO CC high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000134508.12,ENSG00000134508,CABLES1,protein_coding,TRUE,ENSG00000134508,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000198087.7,ENSG00000198087,CD2AP,protein_coding,TRUE,ENSG00000198087,TRACTABILITY_RECORD_PRESENT,28,5,0,2,3,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000006468.13,ENSG00000006468,ETV1,protein_coding,TRUE,ENSG00000006468,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000244005.12,ENSG00000244005,NFS1,protein_coding,TRUE,ENSG00000244005,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000006118.14,ENSG00000006118,TMEM132A,protein_coding,TRUE,ENSG00000006118,TRACTABILITY_RECORD_PRESENT,28,4,0,2,2,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000253336.1,ENSG00000253336,RP11-468O2.1,processed_pseudogene,TRUE,ENSG00000253336,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000186329.9,ENSG00000186329,TMEM212,protein_coding,TRUE,ENSG00000186329,TRACTABILITY_RECORD_PRESENT,28,1,0,1,0,0,"{""AB"":[""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000268355.1,ENSG00000268355,AC006129.1,lincRNA,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000174028.6,ENSG00000174028,FAM3C2,processed_pseudogene,TRUE,ENSG00000174028,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000151422.12,ENSG00000151422,FER,protein_coding,TRUE,ENSG00000151422,TRACTABILITY_RECORD_PRESENT,28,9,2,2,5,0,"{""AB"":[""GO CC med conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Literature"",""Small Molecule Binder"",""UniProt Ubiquitination""],""SM"":[""Druggable Family"",""High-Quality Ligand""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000160472.4,ENSG00000160472,TMEM190,protein_coding,TRUE,ENSG00000160472,TRACTABILITY_RECORD_PRESENT,28,1,0,1,0,0,"{""AB"":[""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000054983.16,ENSG00000054983,GALC,protein_coding,TRUE,ENSG00000054983,TRACTABILITY_RECORD_PRESENT,28,1,0,1,0,0,"{""AB"":[""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000220418.1,ENSG00000220418,TUBB3P1,processed_pseudogene,TRUE,ENSG00000220418,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000103356.15,ENSG00000103356,EARS2,protein_coding,TRUE,ENSG00000103356,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000163812.13,ENSG00000163812,ZDHHC3,protein_coding,TRUE,ENSG00000163812,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000112699.10,ENSG00000112699,GMDS,protein_coding,TRUE,ENSG00000112699,TRACTABILITY_RECORD_PRESENT,28,4,2,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000257921.5,ENSG00000257921,RP11-571M6.15,protein_coding,TRUE,ENSG00000257921,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000043039.6,ENSG00000043039,BARX2,protein_coding,TRUE,ENSG00000043039,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000137225.12,ENSG00000137225,CAPN11,protein_coding,TRUE,ENSG00000137225,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000269275.1,ENSG00000269275,CTD-2105E13.15,antisense,TRUE,ENSG00000269275,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000029725.16,ENSG00000029725,RABEP1,protein_coding,FALSE,ENSG00000029725,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000232043.1,ENSG00000232043,RP4-530I15.9,antisense,TRUE,ENSG00000232043,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000240764.3,ENSG00000240764,PCDHGC5,protein_coding,TRUE,ENSG00000240764,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC med conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000106460.18,ENSG00000106460,TMEM106B,protein_coding,TRUE,ENSG00000106460,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000258525.1,ENSG00000258525,RP11-829H16.3,antisense,TRUE,ENSG00000258525,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000232801.1,ENSG00000232801,SDCBPP3,processed_pseudogene,TRUE,ENSG00000232801,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000148334.14,ENSG00000148334,PTGES2,protein_coding,TRUE,ENSG00000148334,TRACTABILITY_RECORD_PRESENT,28,6,1,2,3,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000274987.1,ENSG00000274987,RP11-295I5.3,antisense,TRUE,ENSG00000274987,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000132603.13,ENSG00000132603,NIP7,protein_coding,TRUE,ENSG00000132603,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000233966.1,ENSG00000233966,UBE2SP1,processed_pseudogene,TRUE,ENSG00000233966,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000159374.17,ENSG00000159374,M1AP,protein_coding,TRUE,ENSG00000159374,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000253873.5,ENSG00000253873,PCDHGA11,protein_coding,TRUE,ENSG00000253873,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000166920.12,ENSG00000166920,C15orf48,protein_coding,TRUE,ENSG00000166920,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000147119.3,ENSG00000147119,CHST7,protein_coding,TRUE,ENSG00000147119,TRACTABILITY_RECORD_PRESENT,28,2,0,1,1,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000197565.15,ENSG00000197565,COL4A6,protein_coding,TRUE,ENSG00000197565,TRACTABILITY_RECORD_PRESENT,28,5,0,3,1,1,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""OC"":[""Approved Drug""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000172752.14,ENSG00000172752,COL6A5,protein_coding,TRUE,ENSG00000172752,TRACTABILITY_RECORD_PRESENT,28,5,0,3,1,1,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""OC"":[""Approved Drug""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000110047.17,ENSG00000110047,EHD1,protein_coding,TRUE,ENSG00000110047,TRACTABILITY_RECORD_PRESENT,28,6,0,3,3,0,"{""AB"":[""GO CC med conf"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000262209.2,ENSG00000262209,PCDHGB3,protein_coding,TRUE,ENSG00000262209,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC med conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000259863.1,ENSG00000259863,SH3RF3-AS1,lincRNA,TRUE,ENSG00000259863,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000250510.7,ENSG00000250510,GPR162,protein_coding,TRUE,ENSG00000250510,TRACTABILITY_RECORD_PRESENT,28,5,1,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Half-life Data""],""SM"":[""Druggable Family""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000253731.2,ENSG00000253731,PCDHGA6,protein_coding,TRUE,ENSG00000253731,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC med conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000112319.17,ENSG00000112319,EYA4,protein_coding,TRUE,ENSG00000112319,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000164442.9,ENSG00000164442,CITED2,protein_coding,TRUE,ENSG00000164442,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000196209.12,ENSG00000196209,SIRPB2,protein_coding,TRUE,ENSG00000196209,TRACTABILITY_RECORD_PRESENT,28,2,0,2,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000248791.1,ENSG00000248791,CTD-2165H16.3,processed_pseudogene,TRUE,ENSG00000248791,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000143294.14,ENSG00000143294,PRCC,protein_coding,TRUE,ENSG00000143294,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000177640.15,ENSG00000177640,CASC2,antisense,TRUE,ENSG00000177640,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000145708.10,ENSG00000145708,CRHBP,protein_coding,TRUE,ENSG00000145708,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Small Molecule Binder""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000166183.15,ENSG00000166183,ASPG,protein_coding,TRUE,ENSG00000166183,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000181192.11,ENSG00000181192,DHTKD1,protein_coding,TRUE,ENSG00000181192,TRACTABILITY_RECORD_PRESENT,28,3,1,0,2,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000163069.12,ENSG00000163069,SGCB,protein_coding,TRUE,ENSG00000163069,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000027697.13,ENSG00000027697,IFNGR1,protein_coding,TRUE,ENSG00000027697,TRACTABILITY_RECORD_PRESENT,28,10,2,4,3,1,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""OC"":[""Approved Drug""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""],""SM"":[""Med-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000239257.1,ENSG00000239257,RPL23AP1,transcribed_processed_pseudogene,TRUE,ENSG00000239257,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000181019.12,ENSG00000181019,NQO1,protein_coding,TRUE,ENSG00000181019,TRACTABILITY_RECORD_PRESENT,28,8,5,0,3,0,"{""PR"":[""Database Ubiquitination"",""Small Molecule Binder"",""UniProt Ubiquitination""],""SM"":[""Advanced Clinical"",""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,2,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000127586.16,ENSG00000127586,CHTF18,protein_coding,TRUE,ENSG00000127586,TRACTABILITY_RECORD_PRESENT,28,2,1,0,1,0,"{""PR"":[""Database Ubiquitination""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000182732.16,ENSG00000182732,RGS6,protein_coding,TRUE,ENSG00000182732,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000235927.4,ENSG00000235927,NEXN-AS1,antisense,TRUE,ENSG00000235927,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000082153.17,ENSG00000082153,BZW1,protein_coding,TRUE,ENSG00000082153,TRACTABILITY_RECORD_PRESENT,28,3,0,0,3,0,"{""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
