EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,ChEMBL_target_ID,ot_target_retrieval_status,ot_target_approved_name,ot_target_approved_symbol,ot_target_biotype,ot_literature_occurrence_count,ot_literature_filtered_count,ot_drug_clinical_candidate_record_count,ot_target_annotation_source,ot_luad_disease_id,ot_luad_disease_name,ot_luad_direct_association_status,ot_luad_direct_association_count,ot_luad_direct_association_score_native,ot_luad_direct_datasource_scores_native_json,ot_luad_direct_datatype_scores_native_json,ot_luad_indirect_association_status,ot_luad_indirect_association_count,ot_luad_indirect_association_score_native,ot_luad_association_source,chembl_target_retrieval_status,chembl_target_record_count,chembl_target_annotations_json,chembl_target_annotation_source
ENSG00000236582.1,ENSG00000236582,PRPF38AP2,processed_pseudogene,FALSE,ENSG00000236582,NOT_FOUND,PRESENT,PRP38 domain containing A pseudogene 2,PRPF38AP2,processed_pseudogene,1,1,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000227141.2,ENSG00000227141,RP11-545A16.3,processed_pseudogene,FALSE,ENSG00000227141,NOT_FOUND,PRESENT,"centaurin, gamma 2 (CENTG2) pseudogene",ENSG00000227141,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000166800.9,ENSG00000166800,LDHAL6A,protein_coding,FALSE,ENSG00000166800,NOT_FOUND,PRESENT,lactate dehydrogenase A like 6A,LDHAL6A,protein_coding,64,64,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000181215.14,ENSG00000181215,C4orf50,protein_coding,FALSE,ENSG00000181215,NOT_FOUND,PRESENT,chromosome 4 open reading frame 50,C4orf50,protein_coding,9,9,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000259251.2,ENSG00000259251,RP11-643M14.1,antisense,FALSE,ENSG00000259251,NOT_FOUND,PRESENT,VPS13C divergent transcript,VPS13C-DT,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000200084.1,ENSG00000200084,SNORD68,snoRNA,FALSE,ENSG00000200084,NOT_FOUND,PRESENT,"small nucleolar RNA, C/D box 68",SNORD68,snoRNA,72,72,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000223509.8,ENSG00000223509,RP11-632K20.7,transcribed_processed_pseudogene,FALSE,ENSG00000223509,NOT_FOUND,PRESENT,WHAMM pseudogene 1,WHAMMP1,transcribed_processed_pseudogene,2,2,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000258810.1,ENSG00000258810,RP11-219E7.1,antisense,FALSE,ENSG00000258810,NOT_FOUND,PRESENT,long independently transcribed non-coding RNA 3058,LINC03058,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000099399.5,ENSG00000099399,MAGEB2,protein_coding,FALSE,ENSG00000099399,NOT_FOUND,PRESENT,MAGE family member B2,MAGEB2,protein_coding,283,283,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000237039.1,ENSG00000237039,AC018738.2,processed_pseudogene,FALSE,ENSG00000237039,NOT_FOUND,PRESENT,ribosomal protein S28 pseudogene 4,RPS28P4,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000254907.1,ENSG00000254907,RP11-484D2.2,antisense,FALSE,ENSG00000254907,NOT_FOUND,PRESENT,"novel transcript, antisense to API5 and TTC17",ENSG00000254907,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000284308.1,ENSG00000284308,C2orf81,protein_coding,FALSE,ENSG00000284308,NOT_FOUND,PRESENT,chromosome 2 open reading frame 81,C2orf81,protein_coding,8,8,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000188895.11,ENSG00000188895,MSL1,protein_coding,FALSE,ENSG00000188895,CHEMBL5725182,PRESENT,MSL complex subunit 1,MSL1,protein_coding,536,536,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0010709320002473708,"[{""id"":""expression_atlas"",""score"":0.008808009106091872}]","[{""id"":""rna_expression"",""score"":0.008808009106091872}]",PRESENT,1,0.0010709320002473708,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Male-specific lethal 1 homolog"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL5725182"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000163519.13,ENSG00000163519,TRAT1,protein_coding,FALSE,ENSG00000163519,NOT_FOUND,PRESENT,T cell receptor associated transmembrane adaptor 1,TRAT1,protein_coding,4476,4476,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.010420098680693674,"[{""id"":""europepmc"",""score"":0.08570135549663825}]","[{""id"":""literature"",""score"":0.08570135549663825}]",PRESENT,1,0.010420098680693674,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000143061.17,ENSG00000143061,IGSF3,protein_coding,FALSE,ENSG00000143061,NOT_FOUND,PRESENT,immunoglobulin superfamily member 3,IGSF3,protein_coding,1376,1376,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000168066.20,ENSG00000168066,SF1,protein_coding,FALSE,ENSG00000168066,CHEMBL5725115,PRESENT,splicing factor 1,SF1,protein_coding,6775,6775,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Splicing factor 1"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL5725115"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000169169.14,ENSG00000169169,CPT1C,protein_coding,FALSE,ENSG00000169169,NOT_FOUND,PRESENT,carnitine palmitoyltransferase 1C,CPT1C,protein_coding,3350,3350,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0014783194187388072,"[{""id"":""europepmc"",""score"":0.012158615952232422}]","[{""id"":""literature"",""score"":0.012158615952232422}]",PRESENT,1,0.0014783194187388072,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000253414.2,ENSG00000253414,RP11-150O12.6,sense_intronic,FALSE,NOT_FOUND,NOT_FOUND,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000274561.1,ENSG00000274561,RP11-147L13.12,lincRNA,FALSE,ENSG00000274561,NOT_FOUND,PRESENT,novel transcript,ENSG00000274561,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000284448.1,ENSG00000284448,MIR6501,miRNA,FALSE,ENSG00000284448,NOT_FOUND,PRESENT,microRNA 6501,MIR6501,miRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000181104.6,ENSG00000181104,F2R,protein_coding,FALSE,ENSG00000181104,CHEMBL3974,PRESENT,coagulation factor II thrombin receptor,F2R,protein_coding,7207,7207,4,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.016828818683067896,"[{""id"":""europepmc"",""score"":0.13841064434622583}]","[{""id"":""literature"",""score"":0.13841064434622583}]",PRESENT,1,0.016828818683067896,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Proteinase-activated receptor 1"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL3974"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000036530.8,ENSG00000036530,CYP46A1,protein_coding,FALSE,ENSG00000036530,CHEMBL4523510,PRESENT,cytochrome P450 family 46 subfamily A member 1,CYP46A1,protein_coding,1217,1217,1,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Cholesterol 24-hydroxylase"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL4523510"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000230138.1,ENSG00000230138,RP11-117D22.2,lincRNA,FALSE,ENSG00000230138,NOT_FOUND,PRESENT,long independently transcribed non-coding RNA 2812,LINC02812,lncRNA,1,1,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000270277.1,ENSG00000270277,RP11-65L3.2,antisense,FALSE,ENSG00000270277,NOT_FOUND,PRESENT,"novel transcript, antisense to titin",ENSG00000270277,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000102401.19,ENSG00000102401,ARMCX3,protein_coding,FALSE,ENSG00000102401,NOT_FOUND,PRESENT,armadillo repeat containing X-linked 3,ARMCX3,protein_coding,108,108,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0027543529074956661,"[{""id"":""expression_atlas"",""score"":0.02265350693135385}]","[{""id"":""rna_expression"",""score"":0.02265350693135385}]",PRESENT,1,0.0027543529074956661,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000107625.12,ENSG00000107625,DDX50,protein_coding,FALSE,ENSG00000107625,NOT_FOUND,PRESENT,DExD-box helicase 50,DDX50,protein_coding,141,141,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000279881.1,ENSG00000279881,RP11-513O13.1,TEC,FALSE,ENSG00000279881,NOT_FOUND,PRESENT,,ENSG00000279881,,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000105053.10,ENSG00000105053,VRK3,protein_coding,FALSE,ENSG00000105053,CHEMBL3430761,PRESENT,VRK serine/threonine kinase 3,VRK3,protein_coding,142,142,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Serine/threonine-protein kinase VRK3"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL3430761"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000182574.8,ENSG00000182574,RP3-341D10.1,processed_pseudogene,FALSE,ENSG00000182574,NOT_FOUND,PRESENT,CSGALNACT2 pseudogene 1,CSGALNACT2P1,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000201499.1,ENSG00000201499,RNU6-312P,snRNA,FALSE,ENSG00000201499,NOT_FOUND,PRESENT,"RNA, U6 small nuclear 312, pseudogene",RNU6-312P,snRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000215251.3,ENSG00000215251,FASTKD5,protein_coding,FALSE,ENSG00000215251,CHEMBL6066371,PRESENT,FAST kinase domains 5,FASTKD5,protein_coding,92,92,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""FAST kinase domain-containing protein 5, mitochondrial"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL6066371"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000230562.3,ENSG00000230562,FAM133DP,processed_pseudogene,FALSE,ENSG00000230562,NOT_FOUND,PRESENT,"family with sequence similarity 133 member D, pseudogene",FAM133DP,processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000229152.2,ENSG00000229152,ANKRD10-IT1,sense_intronic,FALSE,ENSG00000229152,NOT_FOUND,PRESENT,ANKRD10 intronic transcript 1,ANKRD10-IT1,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000198551.9,ENSG00000198551,ZNF627,protein_coding,FALSE,ENSG00000198551,NOT_FOUND,PRESENT,zinc finger protein 627,ZNF627,protein_coding,25,25,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0010690231557529285,"[{""id"":""expression_atlas"",""score"":0.008792309584847502}]","[{""id"":""rna_expression"",""score"":0.008792309584847502}]",PRESENT,1,0.0010690231557529285,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000167244.18,ENSG00000167244,IGF2,protein_coding,FALSE,ENSG00000167244,CHEMBL3712957,PRESENT,insulin like growth factor 2,IGF2,protein_coding,29224,29224,2,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.018463863158368468,"[{""id"":""europepmc"",""score"":0.1518582643855804}]","[{""id"":""literature"",""score"":0.1518582643855804}]",PRESENT,1,0.018470500510860764,OPEN_TARGETS_PLATFORM_GRAPHQL,PRESENT,1,"[{""organism"":""Homo sapiens"",""pref_name"":""Insulin-like growth factor 2"",""species_group_flag"":false,""target_chembl_id"":""CHEMBL3712957"",""target_type"":""SINGLE PROTEIN"",""tax_id"":9606}]",CHEMBL_TARGET_API
ENSG00000122644.12,ENSG00000122644,ARL4A,protein_coding,FALSE,ENSG00000122644,NOT_FOUND,PRESENT,ARF like GTPase 4A,ARL4A,protein_coding,217,217,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000279452.1,ENSG00000279452,AC006277.3,TEC,FALSE,ENSG00000279452,NOT_FOUND,PRESENT,,ENSG00000279452,,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000255135.3,ENSG00000255135,RP11-111M22.3,lincRNA,FALSE,ENSG00000255135,NOT_FOUND,PRESENT,EMSY divergent transcript,EMSY-DT,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000242757.1,ENSG00000242757,CTD-2090I13.3,processed_pseudogene,FALSE,ENSG00000242757,NOT_FOUND,PRESENT,ribosomal protein S18 (RPS18) pseudogene,ENSG00000242757,transcribed_processed_pseudogene,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000227640.2,ENSG00000227640,SOX21-AS1,lincRNA,FALSE,ENSG00000227640,NOT_FOUND,PRESENT,SOX21 antisense RNA 1,SOX21-AS1,lncRNA,23,23,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,PRESENT,1,0.0022174791281082107,"[{""id"":""europepmc"",""score"":0.01823792392834863}]","[{""id"":""literature"",""score"":0.01823792392834863}]",PRESENT,1,0.0022174791281082107,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000272282.1,ENSG00000272282,LINC02084,lincRNA,FALSE,ENSG00000272282,NOT_FOUND,PRESENT,long independently transcribed non-coding RNA 2084,LINC02084,lncRNA,13,13,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000225169.1,ENSG00000225169,BRI3P1,processed_pseudogene,FALSE,ENSG00000225169,NOT_FOUND,PRESENT,brain protein I3 pseudogene 1,BRI3P1,processed_pseudogene,1,1,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
ENSG00000260621.1,ENSG00000260621,RP11-413H22.2,antisense,FALSE,ENSG00000260621,NOT_FOUND,PRESENT,"novel transcript, antisense to AMFR",ENSG00000260621,lncRNA,0,0,0,OPEN_TARGETS_PLATFORM_GRAPHQL,MONDO_0005061,lung adenocarcinoma,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,NO_ASSOCIATION_RETURNED,0,NOT_FOUND,OPEN_TARGETS_PLATFORM_GRAPHQL,NOT_MAPPED,NOT_AVAILABLE,NOT_AVAILABLE,CHEMBL_TARGET_API
